,Subsistema,Ano,(jan)MWmed,(jan)% med.,(fev)MWmed,(fev)% med.,(mar)MWmed,(mar)% med.,(abr)MWmed,(abr)% med.,(mai)MWmed,(mai)% med.,(jun)MWmed,(jun)% med.,(jul)MWmed,(jul)% med.,(ago)MWmed,(ago)% med.,(set)MWmed,(set)% med.,(out)MWmed,(out)% med.,(nov)MWmed,(nov)% med.,(dez)MWmed,(dez)% med.,(min)MWmed,(min)% med.,(jandez)MWmed,(jandez)% med.,(max)MWmed,(max)% med.
142,S,1980,7594.37,100.62,5621.95,67.97,9674.8,136.92,4635.36,70.82,6292.33,72.91,4275.02,40.34,10466.15,96.02,18043.93,180.36,17964.21,154.49,11875.62,88.89,11082.18,119.02,16015.48,215.99,4275.02,46.1,10295.12,111.02,18043.93,194.58
143,S,1981,13589.4,180.05,11454.25,138.47,4286.19,60.66,4155.8,63.5,3704.41,42.92,3955.71,37.32,3128.11,28.7,2745.7,27.45,6189.04,53.23,7317.74,54.77,7521.57,80.78,10693.5,144.21,2745.7,29.61,6561.78,70.76,13589.4,146.55
144,S,1982,4354.34,57.69,6253.29,75.6,4505.09,63.76,2386.58,36.46,2352.28,27.26,11688.73,110.29,23457.88,215.21,10660.85,106.56,6300.98,54.19,19695.65,147.42,33358.79,358.26,16308.86,219.94,2352.28,25.37,11776.94,127.0,33358.79,359.74
145,S,1983,10377.81,137.5,11125.69,134.5,18431.2,260.84,11652.39,178.04,33528.85,388.49,28589.11,269.76,69822.5,640.57,29490.95,294.78,17034.36,146.5,15029.5,112.5,11600.3,124.58,7430.15,100.2,7430.15,80.13,22009.4,237.35,69822.5,752.95
146,S,1984,6706.36,88.85,6270.37,75.8,5863.4,82.98,6538.21,99.9,11340.21,131.4,19182.77,181.0,14510.4,133.12,28608.44,285.96,12796.32,110.05,12471.2,93.35,12958.37,139.17,8891.44,119.91,5863.4,63.23,12178.12,131.33,28608.44,308.51
147,S,1985,3663.73,48.54,8910.91,107.73,6051.85,85.65,10447.23,159.62,7608.87,88.16,4435.55,41.85,5075.98,46.57,6374.02,63.71,7026.2,60.43,4099.61,30.69,4420.41,47.47,1442.18,19.45,1442.18,15.55,5796.38,62.51,10447.23,112.66
148,S,1986,2207.91,29.25,4867.74,58.85,4608.69,65.22,8178.72,124.96,7168.43,83.06,8134.56,76.76,4617.95,42.37,6397.94,63.95,8732.78,75.1,8814.02,65.97,10924.01,117.32,10004.98,134.93,2207.91,23.81,7054.81,76.08,10924.01,117.8
149,S,1987,10060.67,133.29,9720.83,117.52,3465.53,49.05,9114.21,139.26,28826.36,334.01,16680.69,157.39,13475.38,123.63,10638.25,106.34,7255.88,62.4,13570.69,101.58,6194.35,66.52,3783.74,51.03,3465.53,37.37,11065.55,119.33,28826.36,310.86
150,S,1988,4164.84,55.18,5450.55,65.89,4233.33,59.91,5167.18,78.95,19085.47,221.14,14336.32,135.27,5880.25,53.95,2576.99,25.76,8409.23,72.32,6307.63,47.21,4033.0,43.31,2845.51,38.38,2576.99,27.79,6874.19,74.13,19085.47,205.81
151,S,1989,9986.79,132.31,14814.64,179.1,7586.11,107.36,7588.99,115.95,12744.26,147.67,3671.02,34.64,8571.05,78.63,10933.44,109.29,29606.46,254.62,12077.44,90.4,5332.58,57.27,3290.69,44.38,3290.69,35.49,10516.96,113.41,29606.46,319.27
152,S,1990,17821.51,236.12,10640.51,128.64,6710.82,94.97,12525.44,191.38,13020.16,150.86,31654.07,298.68,14903.15,136.73,14622.62,146.16,20464.13,175.99,24175.18,180.95,17569.24,188.69,7448.13,100.45,6710.82,72.37,15962.91,172.14,31654.07,341.35
153,S,1991,3556.02,47.11,3748.77,45.32,2661.22,37.66,2970.72,45.39,2469.8,28.62,10352.36,97.68,7636.91,70.06,7717.97,77.15,2862.06,24.61,8436.7,63.15,7724.62,82.96,9281.3,125.17,2469.8,26.63,5784.87,62.38,10352.36,111.64
154,S,1992,5870.25,77.77,7271.44,87.91,8387.34,118.7,7365.16,112.53,25115.47,291.01,29083.72,274.42,21451.92,196.81,17399.61,173.92,12977.97,111.61,7870.11,58.91,8590.49,92.26,5302.88,71.52,5302.88,57.19,13057.2,140.81,29083.72,313.63
155,S,1993,5836.33,77.33,9534.98,115.27,8777.9,124.23,5948.24,90.88,12557.63,145.5,11646.86,109.9,19564.52,179.49,6250.95,62.48,12131.99,104.33,22779.05,170.5,6582.13,70.69,11016.55,148.57,5836.33,62.94,11052.26,119.19,22779.05,245.65
156,S,1994,4559.31,60.41,13825.17,167.14,7732.89,109.44,6939.93,106.04,11624.17,134.69,16101.22,151.93,19539.59,179.26,7196.18,71.93,4628.9,39.81,11029.37,82.55,12981.74,139.42,7323.29,98.76,4559.31,49.17,10290.15,110.97,19539.59,210.71
157,S,1995,25435.82,337.0,13049.78,157.76,7394.37,104.65,4342.13,66.34,2540.39,29.44,5216.4,49.22,12062.49,110.66,5969.75,59.67,7523.56,64.7,15068.04,112.78,5872.09,63.06,4258.85,57.44,2540.39,27.4,9061.14,97.71,25435.82,274.3
158,S,1996,12497.92,165.58,17121.07,206.98,13286.49,188.03,11440.32,174.8,3168.3,36.71,7908.66,74.62,14897.67,136.68,10531.48,105.27,13420.97,115.42,18419.62,137.87,11346.41,121.86,8903.54,120.07,3168.3,34.17,11911.87,128.46,18419.62,198.63
159,S,1997,10491.03,139.0,22913.54,277.01,9012.46,127.55,3004.83,45.91,3322.9,38.5,10136.32,95.64,12104.71,111.05,18325.53,183.18,8022.86,69.0,36531.26,273.44,34269.93,368.05,13150.09,177.34,3004.83,32.4,15107.12,162.91,36531.26,393.95
160,S,1998,15618.74,206.93,24168.4,292.18,19188.36,271.56,31425.02,480.14,22138.1,256.51,8636.16,81.49,13962.8,128.1,25098.15,250.87,26942.31,231.7,25897.16,193.84,7381.16,79.27,5804.44,78.28,5804.44,62.59,18855.07,203.33,31425.02,338.88
161,S,1999,5631.91,74.62,8587.98,103.82,5929.23,83.91,8834.05,134.98,4673.72,54.15,10111.08,95.41,20358.69,186.78,4941.26,49.39,5491.26,47.22,13516.96,101.17,5389.53,57.88,4053.59,54.67,4053.59,43.71,8126.61,87.64,20358.69,219.54
162,S,2000,5184.68,68.69,7143.22,86.36,8138.71,115.18,4456.68,68.09,4905.43,56.84,5527.28,52.15,11758.88,107.88,6573.89,65.71,26711.95,229.72,24981.55,186.99,7975.27,85.65,6367.3,85.87,4456.68,48.06,9977.07,107.59,26711.95,288.06
163,S,2001,13133.8,174.01,21065.51,254.67,11076.17,156.75,9078.09,138.7,12012.14,139.18,11160.92,105.31,14246.27,130.7,7989.28,79.86,9550.5,82.13,26486.33,198.25,7660.85,82.27,8531.64,115.06,7660.85,82.61,12665.96,136.59,26486.33,285.62
164,S,2002,7397.4,98.01,6055.52,73.21,4675.55,66.17,4166.83,63.66,9313.34,107.91,11206.4,105.74,7173.15,65.81,12113.74,121.09,14950.67,128.58,19026.01,142.41,17431.12,187.2,16790.1,226.43,4166.83,44.93,10858.32,117.09,19026.01,205.17
165,S,2003,7789.58,103.2,9201.04,111.23,8336.23,117.98,4078.62,62.32,4252.21,49.27,7666.58,72.34,7225.52,66.29,3198.33,31.97,2780.8,23.91,5771.56,43.2,7433.96,79.84,17129.42,231.01,2780.8,29.99,7071.99,76.26,17129.42,184.72
166,S,2004,8950.22,118.58,4520.67,54.65,3276.29,46.37,3943.49,60.25,8800.49,101.97,8235.36,77.71,12744.75,116.92,4553.0,45.51,8560.72,73.62,14468.95,108.3,12857.98,138.09,5903.49,79.62,3276.29,35.33,8067.95,87.0,14468.95,156.03
167,S,2005,5576.5,73.88,2932.94,35.46,2564.54,36.29,6252.8,95.54,14562.37,168.73,17194.43,162.24,9573.44,87.83,7810.27,78.07,27180.7,233.75,29841.09,223.36,12721.49,136.62,4236.26,57.13,2564.54,27.66,11703.9,126.21,29841.09,321.8
168,S,2006,4520.83,59.9,3944.28,47.68,3818.38,54.04,2899.05,44.29,1576.41,18.27,2299.65,21.7,3137.49,28.78,5161.0,51.59,5385.19,46.31,5079.04,38.02,7153.88,76.83,7424.1,100.12,1576.41,17.0,4366.61,47.09,7424.1,80.06
169,S,2007,6962.2,92.24,7316.64,88.45,9598.25,135.84,8575.52,131.03,19678.75,228.02,7732.41,72.96,12495.2,114.63,6580.2,65.77,8785.36,75.55,10128.42,75.81,14203.73,152.54,7601.09,102.51,6580.2,70.96,9971.48,107.53,19678.75,212.21
170,S,2008,7428.39,98.42,5084.56,61.47,4347.55,61.53,5907.2,90.26,9784.33,113.37,9799.85,92.47,6706.59,61.53,9289.81,92.86,8249.89,70.95,22098.92,165.41,19472.51,209.13,5001.43,67.45,4347.55,46.88,9430.92,101.7,22098.92,238.31
171,S,2009,5676.47,75.21,4980.93,60.22,4471.28,63.28,1850.57,28.27,2636.19,30.55,3883.34,36.64,12661.55,116.16,18780.7,187.73,30167.27,259.44,25262.4,189.09,14446.05,155.14,12002.81,161.87,1850.57,19.96,11401.63,122.95,30167.27,325.32
172,S,2010,16287.16,215.79,15145.79,183.1,9925.31,140.47,20327.82,310.59,23873.84,276.62,10902.69,102.87,11582.24,106.26,9253.9,92.5,6921.13,59.52,6897.66,51.63,5650.85,60.69,16668.69,224.8,5650.85,60.94,12786.42,137.89,23873.84,257.45
173,S,2011,12380.51,164.03,21215.64,256.48,12851.21,181.87,11387.34,173.99,6352.98,73.61,8372.41,79.0,22845.98,209.59,31233.33,312.2,25911.95,222.84,11649.87,87.2,7341.11,78.84,3928.56,52.98,3928.56,42.37,14622.58,157.69,31233.33,336.82
174,S,2012,6963.95,92.27,5634.08,68.11,4067.91,57.57,4031.46,61.6,5790.47,67.09,14955.65,141.12,10096.91,92.63,8118.0,81.15,4926.3,42.37,7630.46,57.11,4898.39,52.61,4622.01,62.33,4031.46,43.47,6811.3,73.45,14955.65,161.28
175,S,2013,9073.45,120.21,6992.57,84.54,12996.34,183.93,7769.01,118.7,5031.71,58.3,18909.36,178.42,16444.21,150.86,18303.47,182.96,17433.22,149.93,13697.29,102.52,6631.67,71.22,6590.57,88.88,5031.71,54.26,11656.07,125.7,18909.36,203.92
176,S,2014,10161.85,134.63,4864.74,58.81,11021.99,155.99,8066.21,123.24,11697.39,135.54,40670.77,383.76,16109.44,147.79,6438.29,64.36,12542.51,107.87,18495.3,138.44,8197.27,88.04,7638.54,103.01,4864.74,52.46,12992.02,140.1,40670.77,438.59
177,S,2015,15632.39,207.11,11653.82,140.89,7964.35,112.71,6978.17,106.62,6724.32,77.91,13767.18,129.9,28279.76,259.45,8140.4,81.37,13665.63,117.52,30730.4,230.02,18843.16,202.37,21594.22,291.22,6724.32,72.51,15331.15,165.33,30730.4,331.39
178,S,2016,14853.11,196.79,13803.96,166.88,14858.01,210.27,9638.27,147.26,10888.81,126.17,9780.36,92.28,10559.07,96.87,11448.44,114.44,8873.38,76.31,12421.87,92.98,6695.79,71.91,7414.9,100.0,6695.79,72.21,10936.33,117.94,14858.01,160.23
179,S,2017,11693.7,154.93,8462.84,102.31,5984.11,84.69,5446.59,83.22,14341.14,166.17,28397.0,267.95,4232.37,38.83,5171.9,51.7,2703.64,23.25,10886.79,81.49,11997.23,128.85,6492.05,87.55,2703.64,29.16,9650.78,104.07,28397.0,306.23
180,S,2018,14289.82,189.33,7260.84,87.78,6724.99,95.17,6072.4,92.78,3088.47,35.79,5052.32,47.67,6521.03,59.83,4792.63,47.91,11746.5,101.02,16079.66,120.36,10635.68,114.22,5902.04,79.6,3088.47,33.31,8180.53,88.22,16079.66,173.4
181,S,2019,7468.7,98.95,6745.0,81.54,9504.82,134.52,6652.47,101.64,14025.99,162.52,16356.2,154.33,7060.83,64.78,2855.26,28.54,3274.39,28.16,5367.14,40.17,9331.74,100.22,4488.28,60.53,2855.26,30.79,7760.9,83.69,16356.2,176.38
182,S,2020,3391.7,44.94,2718.49,32.86,1849.77,26.18,1022.83,15.63,1736.63,20.12,7119.49,67.18,13303.94,122.05,9821.03,98.17,5076.32,43.66,2766.43,20.71,2048.05,22.0,6968.6,93.98,1022.83,11.03,4818.61,51.96,13303.94,143.47
183,S,2021,11618.45,153.93,10071.93,121.76,4959.51,70.19,2273.18,34.73,2507.44,29.05,6190.24,58.41,4589.83,42.11,3203.13,32.02,7626.97,65.59,12194.9,91.28,5244.87,56.33,2151.69,29.02,2151.69,23.2,6052.68,65.27,12194.9,131.51
184,S,2022,2802.22,37.13,2751.36,33.26,6989.61,98.92,10175.86,155.48,18906.0,219.06,24481.64,231.0,7823.29,71.77,12662.68,126.57,9727.36,83.66,20737.63,155.22,7820.07,83.98,8162.95,110.09,2751.36,29.67,11086.72,119.56,24481.64,264.01
185,S,med(1931 - 2022),7547.74,100.0,8271.74,100.0,7065.99,100.0,6544.94,100.0,8630.46,100.0,10598.06,100.0,10900.06,100.0,10004.26,100.0,11627.93,100.0,13360.1,100.0,9311.33,100.0,7414.99,100.0,3483.76,37.57,9273.13,100.0,20171.79,217.53
186,NE,1931,14093.85,104.56,13143.88,92.31,18853.06,133.26,20861.6,182.23,14266.7,206.62,7171.22,157.3,5548.64,147.55,4815.98,146.87,4235.06,144.41,4023.56,126.16,5860.89,111.02,6244.84,63.5,4023.56,51.89,9926.61,128.01,20861.6,269.03
187,NE,1932,11115.99,82.47,13495.98,94.79,9693.4,68.52,6153.21,53.75,4270.51,61.85,3849.59,84.44,3500.14,93.07,2973.17,90.67,2711.37,92.45,2780.08,87.17,5511.52,104.4,10204.41,103.77,2711.37,34.97,6354.95,81.95,13495.98,174.04
188,NE,1933,14863.15,110.27,16864.59,118.45,10330.86,73.02,8669.86,75.73,5977.64,86.57,4062.95,89.12,3772.57,100.32,3276.57,99.92,2742.26,93.51,3246.53,101.8,5562.48,105.37,9953.48,101.22,2742.26,35.36,7443.58,95.99,16864.59,217.49
189,NE,1934,17840.23,132.35,14133.92,99.27,8383.17,59.25,5252.49,45.88,5426.62,78.59,3634.41,79.72,3052.47,81.17,2765.94,84.35,3022.81,103.07,3030.99,95.04,3004.05,56.9,5006.49,50.91,2765.94,35.67,6212.8,80.12,17840.23,230.07
190,NE,1935,12947.17,96.05,16816.71,118.11,17192.0,121.52,13620.38,118.98,12510.58,181.19,6126.88,134.39,4744.85,126.17,3750.76,114.38,3158.85,107.71,3168.41,99.35,3738.76,70.82,6980.96,70.99,3158.85,40.74,8729.69,112.58,17192.0,221.71
191,NE,1936,8509.72,63.13,8112.53,56.98,12056.92,85.22,8944.03,78.13,6593.34,95.49,4016.12,88.09,3327.66,88.49,2850.83,86.94,2574.56,87.79,2899.97,90.93,4495.96,85.16,7870.43,80.03,2574.56,33.2,6021.01,77.65,12056.92,155.49
192,NE,1937,13368.28,99.18,16574.59,116.41,13579.22,95.98,9771.22,85.35,7257.81,105.11,4455.93,97.74,3728.49,99.15,3128.24,95.4,2714.7,92.57,2679.65,84.02,6508.92,123.29,13701.25,139.33,2679.65,34.56,8122.36,104.75,16574.59,213.75
193,NE,1938,17959.34,133.24,13512.05,94.9,11819.58,83.54,7444.11,65.03,5163.73,74.79,4250.87,93.24,3473.24,92.36,3048.4,92.96,2856.14,97.39,2697.84,84.59,4006.04,75.88,8768.66,89.17,2697.84,34.79,7083.33,91.35,17959.34,231.6
194,NE,1939,15002.68,111.3,17168.01,120.58,15792.01,111.62,6528.08,57.02,4800.86,69.53,3847.03,84.38,3310.21,88.02,3113.64,94.95,2895.7,98.74,3745.43,117.44,3211.65,60.84,5097.28,51.83,2895.7,37.34,7042.72,90.82,17168.01,221.4
195,NE,1940,9516.12,70.6,14446.91,101.47,20003.18,141.39,14554.79,127.14,6256.49,90.61,4443.37,97.46,3549.07,94.38,3182.7,97.06,2632.02,89.75,2807.58,88.03,5816.67,110.18,12194.17,124.0,2632.02,33.94,8283.59,106.83,20003.18,257.96
196,NE,1941,14323.92,106.27,14191.17,99.67,14649.62,103.55,14601.29,127.55,9225.49,133.61,5085.41,111.55,4250.41,113.03,3845.74,117.28,3071.86,104.75,3255.41,102.07,4913.82,93.08,7124.33,72.45,3071.86,39.61,8211.54,105.9,14649.62,188.92
197,NE,1942,13905.24,103.16,14116.02,99.14,15239.27,107.72,10873.14,94.98,7064.04,102.31,4665.94,102.35,3910.2,103.98,3410.7,104.01,3057.18,104.25,3946.79,123.75,6664.43,126.24,16527.62,168.07,3057.18,39.43,8615.05,111.1,16527.62,213.14
198,NE,1943,18835.88,139.74,26635.61,187.07,25141.79,177.71,16160.19,141.16,8956.81,129.72,6318.86,138.6,5310.92,141.23,4516.55,137.74,3892.74,132.74,4015.5,125.91,6515.87,123.42,16226.59,165.01,3892.74,50.2,11877.28,153.17,26635.61,343.49
199,NE,1944,18751.58,139.11,15209.41,106.82,14936.2,105.57,11677.51,102.01,7791.59,112.84,5222.21,114.55,4398.2,116.96,3851.89,117.47,3325.69,113.4,2949.1,92.47,5050.92,95.68,12038.34,122.42,2949.1,38.03,8766.89,113.06,18751.58,241.82
200,NE,1945,18223.71,135.2,20664.62,145.13,23666.77,167.28,22815.42,199.3,25954.25,375.89,13098.97,287.32,7883.85,209.65,6358.26,193.9,5171.06,176.33,5648.87,177.12,9566.76,181.21,17051.64,173.4,5171.06,66.69,14675.35,189.25,25954.25,334.71
201,NE,1946,20705.86,153.61,30652.07,215.28,13938.49,98.52,16252.66,141.97,11157.14,161.59,7422.79,162.82,6002.77,159.62,5201.97,158.64,4440.25,151.41,4582.56,143.69,6328.18,119.87,11589.23,117.85,4440.25,57.26,11522.83,148.6,30652.07,395.29
202,NE,1947,11002.96,81.63,14739.32,103.52,18074.85,127.76,22991.35,200.83,14019.2,203.04,7121.97,156.22,5745.98,152.8,4844.73,147.74,4658.77,158.86,4375.36,137.19,9577.55,181.42,13893.08,141.28,4375.36,56.42,10920.43,140.83,22991.35,296.5
203,NE,1948,18320.2,135.91,13815.46,97.03,16609.75,117.4,12630.97,110.33,6790.69,98.35,5563.3,122.03,4894.99,130.17,4138.44,126.21,3615.9,123.3,3773.58,118.32,4332.38,82.06,15962.12,162.32,3615.9,46.63,9203.98,118.7,18320.2,236.26
204,NE,1949,22471.56,166.71,27835.46,195.5,37330.56,263.86,22960.58,200.57,10769.64,155.97,7906.03,173.42,6480.74,172.33,5468.13,166.76,4688.17,159.86,4355.33,136.56,8725.4,165.28,9692.62,98.56,4355.33,56.17,14057.02,181.28,37330.56,481.42
205,NE,1950,13674.45,101.45,13457.17,94.51,10753.49,76.01,11691.17,102.13,8224.61,119.12,5240.53,114.95,4526.18,120.36,3939.26,120.13,3250.13,110.82,3719.82,116.64,6119.19,115.91,12153.09,123.58,3250.13,41.91,8062.43,103.97,13674.45,176.35
206,NE,1951,12813.38,95.06,12086.33,84.89,13950.23,98.6,14424.5,126.0,8105.26,117.39,5586.15,122.53,4459.53,118.59,3804.74,116.03,3291.16,112.22,3016.4,94.58,2844.29,53.88,4475.88,45.51,2844.29,36.68,7404.82,95.49,14424.5,186.02
207,NE,1952,9677.38,71.79,13394.97,94.08,17539.69,123.98,20610.21,180.04,10653.77,154.3,5947.7,130.46,4819.88,128.17,3965.79,120.94,3523.38,120.14,3466.72,108.7,4823.39,91.37,11070.66,112.58,3466.72,44.71,9124.46,117.67,20610.21,265.79
208,NE,1953,11723.8,86.98,5430.77,38.14,7849.12,55.48,11237.92,98.17,6177.35,89.47,3975.43,87.2,3352.76,89.16,2929.34,89.33,2592.2,88.39,3187.35,99.94,4505.32,85.34,9551.1,97.12,2592.2,33.43,6042.71,77.93,11723.8,151.19
209,NE,1954,13945.6,103.46,8201.45,57.6,9155.9,64.72,7814.82,68.26,4435.11,64.23,3726.21,81.73,2958.19,78.66,2642.76,80.59,2180.4,74.35,1958.42,61.41,2938.19,55.66,10445.79,106.22,1958.42,25.26,5866.9,75.66,13945.6,179.84
210,NE,1955,7945.17,58.94,12193.42,85.64,6836.45,48.32,7829.19,68.39,4724.05,68.42,3198.62,70.16,2745.61,73.01,2394.62,73.03,2057.71,70.16,1933.53,60.63,5976.66,113.21,10068.99,102.39,1933.53,24.93,5658.67,72.97,12193.42,157.25
211,NE,1956,15734.1,116.73,7700.57,54.08,13105.43,92.63,8718.55,76.16,5155.13,74.66,4923.41,107.99,4126.98,109.74,3218.61,98.15,2733.39,93.2,2486.01,77.95,4329.22,82.0,11633.51,118.3,2486.01,32.06,6988.74,90.13,15734.1,202.91
212,NE,1957,18022.94,133.71,21129.49,148.4,23049.6,162.92,24619.43,215.06,18835.01,272.78,8844.79,194.01,6306.3,167.7,5056.7,154.21,4190.47,142.89,4554.93,142.82,4201.94,79.59,12320.55,125.29,4190.47,54.04,12594.35,162.42,24619.43,317.49
213,NE,1958,11807.76,87.6,15350.28,107.81,11133.55,78.7,9569.54,83.59,7532.53,109.09,5146.56,112.89,4321.07,114.9,4319.22,131.72,3358.31,114.51,4426.9,138.81,5835.26,110.53,5030.7,51.16,3358.31,43.31,7319.31,94.39,15350.28,197.96
214,NE,1959,10976.83,81.43,11364.62,79.82,10174.8,71.92,8758.47,76.51,4204.25,60.89,3412.23,74.85,3083.63,82.0,2741.13,83.59,2485.83,84.76,2780.61,87.19,4825.56,91.41,7859.88,79.93,2485.83,32.06,6055.65,78.09,11364.62,146.56
215,NE,1960,10527.36,78.1,17500.83,122.91,27171.06,192.05,21510.73,187.9,7981.23,115.59,5560.06,121.96,4329.41,115.13,3652.24,111.38,3071.26,104.73,2743.84,86.03,3242.68,61.42,11833.49,120.33,2743.84,35.38,9927.02,128.02,27171.06,350.4
216,NE,1961,16758.14,124.32,22582.84,158.61,19169.74,135.5,11080.56,96.79,6994.62,101.3,5299.8,116.25,4291.74,114.12,3600.59,109.8,3024.97,103.15,2626.85,82.37,3169.11,60.03,4531.1,46.08,2626.85,33.88,8594.17,110.83,22582.84,291.23
217,NE,1962,10390.97,77.09,15886.97,111.58,13224.09,93.47,10135.28,88.53,6055.99,87.71,4451.18,97.63,3768.15,100.2,3111.38,94.88,2497.04,85.14,3275.96,102.72,5604.48,106.16,8813.81,89.63,2497.04,32.2,7267.94,93.73,15886.97,204.88
218,NE,1963,16220.55,120.34,19399.97,136.25,11242.34,79.46,5218.29,45.58,4376.32,63.38,3345.19,73.38,2937.59,78.12,2676.78,81.63,2370.76,80.84,2119.07,66.44,2727.85,51.67,4180.03,42.51,2119.07,27.33,6401.23,82.55,19399.97,250.18
219,NE,1964,12536.21,93.0,24150.39,169.62,17471.35,123.49,8949.56,78.18,5325.22,77.12,3670.16,80.5,3138.45,83.46,2891.99,88.19,2296.49,78.31,2607.04,81.74,7918.99,150.0,12564.12,127.76,2296.49,29.62,8626.66,111.25,24150.39,311.44
220,NE,1965,15283.71,113.39,14772.38,103.75,15878.4,112.23,17973.04,157.0,9062.54,131.25,5562.41,122.01,4491.27,119.43,3846.87,117.31,3200.15,109.12,4006.19,125.61,7756.21,146.92,12002.93,122.06,3200.15,41.27,9486.34,122.34,17973.04,231.78
221,NE,1966,12386.72,91.89,17830.96,125.23,19400.54,137.13,14443.52,126.17,7981.88,115.6,5747.18,126.06,4619.18,122.83,4071.16,124.15,3509.61,119.67,3536.12,110.88,5387.6,102.05,7555.42,76.83,3509.61,45.26,8872.49,114.42,19400.54,250.19
222,NE,1967,14645.85,108.65,13590.69,95.45,12836.35,90.73,13017.05,113.71,8203.41,118.81,4605.07,101.01,3890.06,103.44,3367.89,102.71,2898.97,98.85,2696.97,84.56,4613.33,87.39,12320.33,125.28,2696.97,34.78,8057.16,103.91,14645.85,188.87
223,NE,1968,16335.94,121.19,14619.63,102.68,20480.82,144.77,16124.12,140.85,7385.58,106.96,5029.11,110.31,4348.21,115.63,3939.86,120.15,3716.41,126.72,3754.04,117.71,5853.09,110.87,13591.51,138.21,3716.41,47.93,9598.19,123.78,20480.82,264.12
224,NE,1969,10159.06,75.37,12903.91,90.63,13694.22,96.8,8088.1,70.65,5159.9,74.73,3900.47,85.55,3426.99,91.13,3020.65,92.12,2563.89,87.42,2653.68,83.21,6730.11,127.48,15556.68,158.2,2563.89,33.06,7321.47,94.42,15556.68,200.62
225,NE,1970,19235.16,142.7,18984.75,133.34,15018.3,106.15,7891.31,68.93,6032.63,87.37,4399.52,96.5,3912.78,104.05,3390.99,103.41,3142.47,107.15,4661.34,146.16,9329.69,176.72,8838.95,89.88,3142.47,40.53,8736.49,112.67,19235.16,248.06
226,NE,1971,5261.4,39.03,4493.71,31.56,5312.02,37.55,5169.43,45.16,3782.01,54.77,2765.89,60.67,2638.81,70.17,2279.79,69.52,2273.14,77.51,3233.92,101.4,7497.03,142.01,18099.4,184.05,2273.14,29.31,5233.88,67.5,18099.4,233.41
227,NE,1972,15695.6,116.44,8442.46,59.29,9965.95,70.44,8859.83,77.39,5899.29,85.44,3853.53,84.53,3375.18,89.75,3170.56,96.69,2642.07,90.09,3876.73,121.56,5706.94,108.1,12032.33,122.36,2642.07,34.07,6960.04,89.76,15695.6,202.41
228,NE,1973,13638.71,101.18,11217.29,78.78,10955.63,77.44,13698.79,119.66,6660.01,96.46,4443.58,97.47,3778.4,100.47,3084.17,94.05,2529.71,86.26,3742.42,117.34,9408.01,178.21,13140.14,133.62,2529.71,32.62,8024.74,103.49,13698.79,176.66
229,NE,1974,13688.2,101.55,10792.48,75.8,12700.25,89.77,18187.15,158.87,10295.86,149.11,5437.02,119.26,4225.15,112.35,3717.04,113.35,3277.08,111.74,3261.57,102.27,5688.84,107.76,7515.91,76.43,3261.57,42.06,8232.21,106.16,18187.15,234.54
230,NE,1975,12635.51,93.74,12195.01,85.65,8438.83,59.65,7467.96,65.23,6376.89,92.36,3805.29,83.47,3822.31,101.64,2984.7,91.02,2472.33,84.3,2875.73,90.17,6846.78,129.69,8358.53,85.0,2472.33,31.88,6523.32,84.13,12635.51,162.95
231,NE,1976,6170.47,45.78,6028.64,42.34,6371.26,45.03,5462.1,47.71,3174.93,45.98,3070.01,67.34,2463.47,65.51,2288.92,69.8,2642.99,90.12,4516.67,141.62,6489.52,122.93,13669.4,139.0,2288.92,29.52,5195.7,67.0,13669.4,176.28
232,NE,1977,15082.24,111.89,18079.36,126.98,7068.38,49.96,6802.82,59.42,6103.72,88.4,4125.2,90.48,3536.22,94.03,2876.85,87.73,2714.27,92.55,3617.2,113.42,4182.22,79.22,8409.93,85.52,2714.27,35.0,6883.2,88.77,18079.36,233.15
233,NE,1978,16865.51,125.12,16503.56,115.91,20506.34,144.95,12553.59,109.66,8525.9,123.48,6835.26,149.93,4681.74,124.5,4486.95,136.83,3623.03,123.54,4455.69,139.71,6159.24,116.67,11175.06,113.64,3623.03,46.72,9697.66,125.06,20506.34,264.45
234,NE,1979,18865.1,139.96,29464.98,206.94,46140.1,326.13,23408.55,204.48,11383.8,164.87,8298.24,182.02,6761.51,179.8,5882.66,179.4,5845.05,199.31,6018.63,188.72,9542.46,180.75,9889.76,100.57,5845.05,75.38,15125.07,195.05,46140.1,595.03
235,NE,1980,18583.89,137.87,30788.25,216.24,32618.02,230.55,13946.32,121.82,10912.28,158.04,7133.93,156.48,6592.46,175.3,5621.39,171.43,5001.14,170.53,5316.18,166.69,6664.17,126.23,13777.13,140.1,5001.14,64.49,13079.6,168.68,32618.02,420.64
236,NE,1981,17401.16,129.09,15420.15,108.3,14634.88,103.44,18919.73,165.27,8916.24,129.13,6240.95,136.89,5082.24,135.15,4539.97,138.45,4201.48,143.26,5382.47,168.77,12686.58,240.31,18075.77,183.81,4201.48,54.18,10958.47,141.32,18919.73,243.99
237,NE,1982,21089.01,156.45,23294.49,163.6,22179.2,156.77,20816.95,181.84,12345.67,178.8,8053.33,176.65,6326.31,168.23,5353.26,163.25,4898.88,167.04,5018.47,157.35,5048.26,95.62,5506.56,56.0,4898.88,63.18,11660.87,150.38,23294.49,300.41
