,Subsistema,Ano,(jan)MWmed,(jan)% med.,(fev)MWmed,(fev)% med.,(mar)MWmed,(mar)% med.,(abr)MWmed,(abr)% med.,(mai)MWmed,(mai)% med.,(jun)MWmed,(jun)% med.,(jul)MWmed,(jul)% med.,(ago)MWmed,(ago)% med.,(set)MWmed,(set)% med.,(out)MWmed,(out)% med.,(nov)MWmed,(nov)% med.,(dez)MWmed,(dez)% med.,(min)MWmed,(min)% med.,(jandez)MWmed,(jandez)% med.,(max)MWmed,(max)% med.
334,N,1986,31708.61,200.28,29840.88,130.82,31772.39,117.84,29115.11,107.2,21533.73,105.11,10442.97,97.65,5798.54,110.38,3496.71,109.81,2805.87,123.78,4151.17,174.17,6089.92,149.89,6913.28,82.15,2805.87,22.52,15305.77,122.85,31772.39,255.01
335,N,1987,11359.78,71.75,13097.01,57.42,24603.2,91.25,24093.98,88.71,14502.81,70.79,6548.74,61.23,3735.75,71.11,2493.67,78.31,1965.75,86.72,2203.28,92.44,2996.8,73.76,7679.23,91.25,1965.75,15.78,9606.67,77.1,24603.2,197.47
336,N,1988,14575.9,92.07,18319.39,80.31,28613.46,106.13,29100.86,107.14,24153.71,117.9,10951.86,102.4,5679.01,108.1,3317.49,104.18,2435.07,107.43,2506.48,105.16,4379.62,107.79,12706.9,151.0,2435.07,19.54,13061.65,104.83,29100.86,233.57
337,N,1989,20184.15,127.49,21577.89,94.6,27114.58,100.57,30113.63,110.87,22972.92,112.14,12969.1,121.27,7140.64,135.93,4163.09,130.73,3057.24,134.87,3004.21,126.04,6253.66,153.92,21022.4,249.81,3004.21,24.11,14964.46,120.11,30113.63,241.7
338,N,1990,34700.84,219.18,25090.84,110.0,31050.83,115.17,25973.13,95.63,16127.3,78.72,8418.56,78.72,5032.24,95.79,3401.96,106.83,2754.14,121.5,2834.76,118.93,3558.11,87.57,5374.38,63.86,2754.14,22.11,13693.09,109.9,34700.84,278.51
339,N,1991,13791.67,87.11,23483.11,102.95,25788.61,95.65,30955.14,113.97,26186.89,127.83,13799.01,129.03,6205.49,118.13,3904.66,122.62,2700.77,119.15,2612.08,109.59,3637.81,89.54,6740.52,80.1,2612.08,20.96,13317.15,106.89,30955.14,248.45
340,N,1992,11982.37,75.68,32594.23,142.89,27638.75,102.51,27102.53,99.79,16888.18,82.44,7337.71,68.61,3963.19,75.44,2742.92,86.14,2417.74,106.66,2778.6,116.58,4611.25,113.5,12320.28,146.4,2417.74,19.41,12698.15,101.92,32594.23,261.61
341,N,1993,17391.76,109.85,19824.64,86.91,25737.06,95.46,21562.06,79.39,15446.43,75.4,7036.71,65.8,3936.64,74.94,2640.84,82.93,2406.67,106.17,2644.23,110.94,3435.98,84.57,6097.36,72.46,2406.67,19.32,10680.03,85.72,25737.06,206.57
342,N,1994,19409.14,122.59,26607.31,116.64,33090.03,122.73,31128.35,114.61,21800.62,106.42,10851.08,101.46,6708.43,127.7,3790.04,119.02,2749.38,121.29,2648.67,111.13,2910.59,71.64,7538.02,89.57,2648.67,21.26,14102.64,113.19,33090.03,265.59
343,N,1995,18953.38,119.72,26376.7,115.63,27498.22,101.99,30263.47,111.42,28568.32,139.45,18040.88,168.69,7591.88,144.52,4135.84,129.88,2664.38,117.54,2417.47,101.43,3792.38,93.34,9620.58,114.32,2417.47,19.4,14993.63,120.34,30263.47,242.9
344,N,1996,18530.79,117.05,18927.56,82.98,24044.67,89.18,25037.75,92.18,22361.54,109.16,10284.81,96.17,5652.57,107.6,3524.03,110.67,2400.46,105.9,2595.9,108.91,4329.27,106.55,6660.8,79.15,2400.46,19.27,12029.18,96.55,25037.75,200.96
345,N,1997,15418.1,97.39,24825.39,108.83,30433.82,112.88,37007.87,136.26,29187.72,142.48,11359.73,106.22,5951.52,113.29,3635.18,114.16,2694.12,118.85,2603.38,109.23,2936.88,72.28,5242.06,62.29,2603.38,20.9,14274.65,114.57,37007.87,297.03
346,N,1998,9135.86,57.7,12609.68,55.28,18060.51,66.99,12612.35,46.44,8873.14,43.31,4503.58,42.11,2894.42,55.1,1705.54,53.56,1497.98,66.09,1501.94,63.02,3145.73,77.42,7534.23,89.53,1497.98,12.02,7006.25,56.23,18060.51,144.96
347,N,1999,13112.48,82.82,13622.4,59.72,21624.1,80.2,16924.55,62.31,16229.66,79.22,8188.81,76.57,4008.95,76.31,2443.27,76.73,1846.75,81.47,2039.92,85.59,3679.51,90.56,9403.84,111.75,1846.75,14.82,9427.02,75.66,21624.1,173.56
348,N,2000,22619.06,142.87,28130.17,123.32,33628.38,124.73,31222.23,114.95,22868.84,111.63,9259.57,86.58,5605.63,106.71,3547.92,111.42,2670.01,117.79,2931.59,123.0,5079.83,125.03,12803.57,152.15,2670.01,21.43,15030.57,120.64,33628.38,269.91
349,N,2001,18024.98,113.85,20289.26,88.95,25185.36,93.41,25399.34,93.52,14967.17,73.06,9114.07,85.22,5017.14,95.5,2883.48,90.55,2044.58,90.2,2287.36,95.97,3793.04,93.36,9505.77,112.96,2044.58,16.41,11542.63,92.64,25399.34,203.86
350,N,2002,27404.85,173.1,26995.24,118.35,22799.26,84.56,21795.44,80.25,12713.63,62.06,7126.28,66.63,3415.96,65.03,2138.31,67.15,1588.43,70.08,1734.68,72.78,2742.94,67.51,4112.27,48.87,1588.43,12.75,11213.94,90.0,27404.85,219.96
351,N,2003,7230.26,45.67,13351.08,58.53,23125.8,85.77,28146.72,103.63,16700.7,81.52,6884.05,64.37,4160.64,79.2,3339.8,104.88,1930.32,85.16,1860.39,78.05,3792.64,93.35,7096.44,84.33,1860.39,14.93,9801.57,78.67,28146.72,225.91
352,N,2004,13997.21,88.41,32102.19,140.73,37397.78,138.71,35184.25,129.54,22923.1,111.9,9837.34,91.98,5340.77,101.67,3385.13,106.3,2390.49,105.46,2334.95,97.96,3826.58,94.18,6240.65,74.16,2334.95,18.74,14580.04,117.02,37397.78,300.16
353,N,2005,11344.56,71.66,21880.63,95.92,31262.86,115.95,29159.6,107.36,21971.27,107.25,8941.77,83.61,4597.53,87.52,2504.98,78.66,1744.53,76.96,1830.58,76.8,2507.77,61.72,9116.0,108.33,1744.53,14.0,12238.51,98.23,31262.86,250.92
354,N,2006,18879.8,119.25,20512.95,89.93,25707.22,95.35,33755.63,124.28,30302.71,147.92,16013.7,149.74,6479.14,123.34,3473.92,109.09,2250.0,99.26,2614.87,109.71,5514.5,135.73,7339.63,87.22,2250.0,18.06,14403.67,115.61,33755.63,270.93
355,N,2007,10530.26,66.51,24872.17,109.04,29504.94,109.43,24068.42,88.62,14416.54,70.37,7157.09,66.92,3911.2,74.45,2501.29,78.55,1714.3,75.63,1591.64,66.78,1863.04,45.85,4475.48,53.18,1591.64,12.77,10550.53,84.68,29504.94,236.81
356,N,2008,8435.18,53.28,19166.71,84.03,27859.12,103.33,31031.03,114.25,25118.21,122.61,10654.73,99.63,4931.31,93.87,2921.46,91.74,2031.47,89.62,1963.66,82.39,2478.99,61.01,8493.6,100.93,1963.66,15.76,12090.46,97.04,31031.03,249.06
357,N,2009,14285.71,90.23,21400.51,93.82,26426.53,98.02,28264.16,104.06,32223.88,157.3,19562.62,182.92,7527.63,143.29,3744.24,117.58,2654.38,117.1,3017.33,126.59,5680.42,139.81,9856.67,117.13,2654.38,21.3,14553.67,116.81,32223.88,258.63
358,N,2010,18856.6,119.1,21878.03,95.91,21800.67,80.86,26521.3,97.65,14655.33,71.54,7175.57,67.09,3977.09,75.71,2728.88,85.7,1821.22,80.35,1782.47,74.78,3292.67,81.04,7028.05,83.51,1782.47,14.31,10959.82,87.97,26521.3,212.86
359,N,2011,16051.37,101.39,25363.64,111.19,32855.99,121.86,32614.94,120.08,26451.45,129.12,10752.7,100.54,5644.0,107.44,3195.81,100.36,2077.44,91.65,2455.52,103.02,6122.3,150.69,11513.24,136.81,2077.44,16.67,14591.53,117.11,32855.99,263.71
360,N,2012,23422.09,147.94,29190.3,127.97,28593.69,106.05,22522.87,82.93,13136.59,64.12,7518.97,70.31,4492.92,85.53,2485.88,78.06,1792.26,79.07,1738.2,72.93,3235.13,79.62,7813.1,92.84,1738.2,13.95,12161.83,97.61,29190.3,234.29
361,N,2013,11061.21,69.87,24557.43,107.66,24846.85,92.16,25792.12,94.96,21975.22,107.27,9929.52,92.85,5228.27,99.52,3207.34,100.72,2229.92,98.38,2168.07,90.96,4352.79,107.13,9424.44,111.99,2168.07,17.4,12064.43,96.83,25792.12,207.01
362,N,2014,17649.66,111.48,25847.36,113.31,31801.47,117.95,29448.27,108.42,22399.36,109.34,10949.57,102.38,5762.84,109.7,3233.92,101.56,2252.09,99.35,2199.4,92.28,3375.07,83.07,7327.64,87.07,2199.4,17.65,13520.55,108.52,31801.47,255.24
363,N,2015,10660.39,67.33,13851.57,60.72,20379.86,75.59,22856.95,84.16,21328.69,104.11,10232.81,95.68,4898.94,93.25,2699.13,84.76,1634.17,72.09,1472.48,61.78,1762.07,43.37,2145.56,25.5,1472.48,11.82,9493.55,76.2,22856.95,183.45
364,N,2016,6296.92,39.77,13304.96,58.33,13006.46,48.24,12791.87,47.1,7665.8,37.42,3680.09,34.41,2201.79,41.91,1274.63,40.03,1147.39,50.62,1355.69,56.88,2291.46,56.4,5350.3,63.58,1147.39,9.21,5863.95,47.06,13304.96,106.79
365,N,2017,9245.1,58.39,21694.33,95.11,25557.16,94.79,23024.62,84.77,13370.58,65.27,6492.16,60.7,3093.63,58.89,1730.65,54.35,1196.59,52.79,1051.93,44.13,2096.98,51.61,6452.29,76.67,1051.93,8.44,9583.84,76.92,25557.16,205.13
366,N,2018,9951.95,62.86,22406.43,98.23,26567.25,98.54,27998.98,103.09,16571.63,80.89,7316.87,68.42,3779.47,71.94,2242.76,70.43,1651.08,72.84,1428.58,59.94,2801.19,68.94,9302.07,110.54,1428.58,11.47,11001.52,88.3,27998.98,224.72
367,N,2019,12401.6,78.33,14996.58,65.74,23107.44,85.71,27194.6,100.13,18902.86,92.27,9330.5,87.24,4484.5,85.37,2485.11,78.04,1557.59,68.72,1763.29,73.98,2610.06,64.24,4428.24,52.62,1557.59,12.5,10271.86,82.44,27194.6,218.27
368,N,2020,9561.08,60.39,17319.03,75.93,29823.55,110.62,30874.25,113.67,24203.46,118.15,11391.67,106.52,4967.47,94.56,2421.7,76.05,1760.93,77.69,1362.86,57.18,3485.2,85.78,4749.6,56.44,1362.86,10.94,11826.73,94.92,30874.25,247.8
369,N,2021,8539.9,53.94,16646.38,72.98,29862.88,110.76,24188.15,89.06,18217.71,88.93,7815.25,73.08,4270.05,81.28,2491.04,78.23,1813.39,80.0,2060.31,86.44,6020.97,148.19,15771.48,187.41,1813.39,14.55,11474.79,92.1,29862.88,239.68
370,N,2022,35161.61,222.09,30797.78,135.02,32736.95,121.42,29655.4,109.19,17111.12,83.53,8829.1,82.56,4572.82,87.05,2738.88,86.01,1762.55,77.76,1718.18,72.09,3840.65,94.53,10252.88,121.84,1718.18,13.79,14931.49,119.84,35161.61,282.21
371,N,med(1931 - 2022),15832.05,100.0,22810.62,100.0,26961.26,100.0,27160.4,100.0,20486.04,100.0,10694.65,100.0,5253.28,100.0,3184.4,100.0,2266.73,100.0,2383.47,100.0,4062.95,100.0,8415.35,100.0,2170.58,17.42,12459.27,100.0,29360.15,235.65
