id_subsistema,ear_data,ear_max_subsistema,ear_verif_subsistema_mwmes,ear_verif_subsistema_percentual,verif_max_ratio
NE,2004-04-20,49967.0,46940.0,93.94000244,54.13970639753221
N,2004-04-20,12311.0,11042.0,89.69000244,54.13970639753221
SE/CO,2004-04-20,177575.0,142827.0,80.43000031,54.13970639753221
S,2004-04-20,15386.0,7492.0,48.68999863,54.13970639753221
NE,2004-04-21,49967.0,47198.0,94.45999908,54.13970639753221
N,2004-04-21,12311.0,11061.0,89.83999634,54.13970639753221
SE/CO,2004-04-21,177575.0,143060.0,80.55999756,54.13970639753221
S,2004-04-21,15386.0,7515.0,48.84000015,54.13970639753221
NE,2004-04-22,49967.0,47495.0,95.05000305,54.13970639753221
N,2004-04-22,12311.0,11070.0,89.91999817,54.13970639753221
SE/CO,2004-04-22,177575.0,143152.0,80.62000275,54.13970639753221
S,2004-04-22,15386.0,7516.0,48.84999847,54.13970639753221
NE,2004-04-23,49967.0,47708.0,95.48000336,54.13970639753221
N,2004-04-23,12311.0,11076.0,89.97000122,54.13970639753221
SE/CO,2004-04-23,177575.0,143209.0,80.65000153,54.13970639753221
S,2004-04-23,15386.0,7527.0,48.91999817,54.13970639753221
NE,2004-04-24,49967.0,48023.0,96.11000061,54.13970639753221
N,2004-04-24,12311.0,11087.0,90.05999756,54.13970639753221
SE/CO,2004-04-24,177575.0,143300.0,80.69999695,54.13970639753221
S,2004-04-24,15386.0,7559.0,49.13000107,54.13970639753221
NE,2004-04-25,49967.0,48282.0,96.62999725,54.13970639753221
N,2004-04-25,12311.0,11096.0,90.12999725,54.13970639753221
SE/CO,2004-04-25,177575.0,143619.0,80.87999725,54.13970639753221
S,2004-04-25,15386.0,7609.0,49.45999908,54.13970639753221
NE,2004-04-26,49967.0,48509.0,97.08000183,54.13970639753221
N,2004-04-26,12311.0,11075.0,89.95999908,54.13970639753221
SE/CO,2004-04-26,177575.0,143798.0,80.98000336,54.13970639753221
S,2004-04-26,15386.0,7609.0,49.45999908,54.13970639753221
NE,2004-04-27,49967.0,48553.0,97.16999817,54.13970639753221
N,2004-04-27,12311.0,11086.0,90.05000305,54.13970639753221
SE/CO,2004-04-27,177575.0,143801.0,80.98000336,54.13970639753221
S,2004-04-27,15386.0,7573.0,49.22000122,54.13970639753221
NE,2004-04-28,49967.0,48550.0,97.16000366,54.13970639753221
N,2004-04-28,12311.0,11099.0,90.15000153,54.13970639753221
SE/CO,2004-04-28,177575.0,143775.0,80.97000122,54.13970639753221
S,2004-04-28,15386.0,7535.0,48.97000122,54.13970639753221
NE,2004-04-29,49967.0,48688.0,97.44000244,54.13970639753221
N,2004-04-29,12311.0,11136.0,90.44999695,54.13970639753221
SE/CO,2004-04-29,177575.0,143638.0,80.88999939,54.13970639753221
S,2004-04-29,15386.0,7482.0,48.63000107,54.13970639753221
NE,2004-04-30,49967.0,48697.0,97.45999908,54.13970639753221
N,2004-04-30,12311.0,11172.0,90.75,54.13970639753221
SE/CO,2004-04-30,177575.0,143448.0,80.77999878,54.13970639753221
S,2004-04-30,15386.0,7461.0,48.49000168,54.13970639753221
NE,2004-05-01,49967.0,48679.0,97.41999817,54.13970639753221
N,2004-05-01,12311.0,11211.0,91.05999756,54.13970639753221
SE/CO,2004-05-01,177575.0,143377.0,80.73999786,54.13970639753221
S,2004-05-01,15386.0,7531.0,48.95000076,54.13970639753221
NE,2004-05-02,49967.0,48711.0,97.48999786,54.13970639753221
N,2004-05-02,12311.0,11231.0,91.23000336,54.13970639753221
SE/CO,2004-05-02,177575.0,143259.0,80.68000031,54.13970639753221
S,2004-05-02,15386.0,7588.0,49.31999969,54.13970639753221
NE,2004-05-03,49967.0,48704.0,97.47000122,54.13970639753221
N,2004-05-03,12311.0,11227.0,91.19000244,54.13970639753221
SE/CO,2004-05-03,177575.0,143049.0,80.55999756,54.13970639753221
S,2004-05-03,15386.0,7616.0,49.5,54.13970639753221
NE,2004-05-04,49967.0,48706.0,97.48000336,54.13970639753221
N,2004-05-04,12311.0,11229.0,91.20999908,54.13970639753221
SE/CO,2004-05-04,177575.0,142876.0,80.45999908,54.13970639753221
S,2004-05-04,15386.0,7677.0,49.90000153,54.13970639753221
NE,2004-05-05,49967.0,48683.0,97.43000031,54.13970639753221
N,2004-05-05,12311.0,11198.0,90.95999908,54.13970639753221
SE/CO,2004-05-05,177575.0,142824.0,80.43000031,54.13970639753221
S,2004-05-05,15386.0,7715.0,50.13999939,54.13970639753221
NE,2004-05-06,49967.0,48703.0,97.47000122,54.13970639753221
N,2004-05-06,12311.0,11203.0,91.0,54.13970639753221
SE/CO,2004-05-06,177575.0,142969.0,80.51000214,54.13970639753221
S,2004-05-06,15386.0,7762.0,50.45000076,54.13970639753221
NE,2004-05-07,49967.0,48608.0,97.27999878,54.13970639753221
N,2004-05-07,12311.0,11249.0,91.37000275,54.13970639753221
SE/CO,2004-05-07,177575.0,143072.0,80.56999969,54.13970639753221
S,2004-05-07,15386.0,7868.0,51.13999939,54.13970639753221
NE,2004-05-08,49967.0,48541.0,97.15000153,54.13970639753221
N,2004-05-08,12311.0,11247.0,91.36000061,54.13970639753221
SE/CO,2004-05-08,177575.0,143300.0,80.69999695,54.13970639753221
S,2004-05-08,15386.0,8053.0,52.34000015,54.13970639753221
NE,2004-05-09,49967.0,48641.0,97.34999847,54.13970639753221
N,2004-05-09,12311.0,11224.0,91.16999817,54.13970639753221
SE/CO,2004-05-09,177575.0,143804.0,80.98000336,54.13970639753221
S,2004-05-09,15386.0,8215.0,53.38999939,54.13970639753221
NE,2004-05-10,49967.0,48507.0,97.08000183,54.13970639753221
N,2004-05-10,12311.0,11185.0,90.84999847,54.13970639753221
SE/CO,2004-05-10,177575.0,143966.0,81.06999969,54.13970639753221
S,2004-05-10,15386.0,8286.0,53.86000061,54.13970639753221
NE,2004-05-11,49967.0,48598.0,97.26000214,54.13970639753221
N,2004-05-11,12311.0,11191.0,90.90000153,54.13970639753221
SE/CO,2004-05-11,177575.0,144109.0,81.15000153,54.13970639753221
S,2004-05-11,15386.0,8333.0,54.15999985,54.13970639753221
NE,2004-05-12,49967.0,48490.0,97.04000092,54.13970639753221
N,2004-05-12,12311.0,11230.0,91.22000122,54.13970639753221
SE/CO,2004-05-12,177575.0,144242.0,81.23000336,54.13970639753221
S,2004-05-12,15386.0,8405.0,54.63000107,54.13970639753221
NE,2004-05-13,49967.0,48735.0,97.54000092,54.13970639753221
N,2004-05-13,12311.0,11271.0,91.55000305,54.13970639753221
SE/CO,2004-05-13,177575.0,144337.0,81.27999878,54.13970639753221
S,2004-05-13,15386.0,8538.0,55.49000168,54.13970639753221
NE,2004-05-14,49967.0,48762.0,97.58999634,54.13970639753221
N,2004-05-14,12311.0,11250.0,91.37999725,54.13970639753221
SE/CO,2004-05-14,177575.0,144323.0,81.26999664,54.13970639753221
S,2004-05-14,15386.0,8649.0,56.20999908,54.13970639753221
NE,2004-05-15,49967.0,48773.0,97.61000061,54.13970639753221
N,2004-05-15,12311.0,11237.0,91.26999664,54.13970639753221
SE/CO,2004-05-15,177575.0,144504.0,81.37999725,54.13970639753221
S,2004-05-15,15386.0,8772.0,57.00999832,54.13970639753221
NE,2004-05-16,49967.0,48726.0,97.51999664,54.13970639753221
N,2004-05-16,12311.0,11246.0,91.34999847,54.13970639753221
SE/CO,2004-05-16,177575.0,144779.0,81.52999878,54.13970639753221
S,2004-05-16,15386.0,8880.0,57.72000122,54.13970639753221
NE,2004-05-17,49967.0,48629.0,97.31999969,54.13970639753221
N,2004-05-17,12311.0,11250.0,91.37999725,54.13970639753221
SE/CO,2004-05-17,177575.0,144980.0,81.63999939,54.13970639753221
S,2004-05-17,15386.0,8937.0,58.09000015,54.13970639753221
NE,2004-05-18,49967.0,48693.0,97.44999695,54.13970639753221
N,2004-05-18,12311.0,11236.0,91.26999664,54.13970639753221
SE/CO,2004-05-18,177575.0,145130.0,81.73000336,54.13970639753221
S,2004-05-18,15386.0,8945.0,58.13999939,54.13970639753221
NE,2004-05-19,49967.0,48590.0,97.23999786,54.13970639753221
N,2004-05-19,12311.0,11243.0,91.31999969,54.13970639753221
SE/CO,2004-05-19,177575.0,145163.0,81.75,54.13970639753221
S,2004-05-19,15386.0,8945.0,58.13999939,54.13970639753221
NE,2004-05-20,49967.0,48504.0,97.06999969,54.13970639753221
N,2004-05-20,12311.0,11264.0,91.48999786,54.13970639753221
SE/CO,2004-05-20,177575.0,145285.0,81.81999969,54.13970639753221
S,2004-05-20,15386.0,8937.0,58.09000015,54.13970639753221
NE,2004-05-21,49967.0,48556.0,97.18000031,54.13970639753221
N,2004-05-21,12311.0,11280.0,91.62000275,54.13970639753221
SE/CO,2004-05-21,177575.0,145298.0,81.81999969,54.13970639753221
S,2004-05-21,15386.0,8935.0,58.06999969,54.13970639753221
NE,2004-05-22,49967.0,48691.0,97.44999695,54.13970639753221
N,2004-05-22,12311.0,11280.0,91.62000275,54.13970639753221
SE/CO,2004-05-22,177575.0,145437.0,81.90000153,54.13970639753221
S,2004-05-22,15386.0,8958.0,58.22000122,54.13970639753221
NE,2004-05-23,49967.0,48581.0,97.23000336,54.13970639753221
N,2004-05-23,12311.0,11278.0,91.61000061,54.13970639753221
SE/CO,2004-05-23,177575.0,145565.0,81.97000122,54.13970639753221
S,2004-05-23,15386.0,9013.0,58.58000183,54.13970639753221
NE,2004-05-24,49967.0,48643.0,97.34999847,54.13970639753221
N,2004-05-24,12311.0,11278.0,91.61000061,54.13970639753221
SE/CO,2004-05-24,177575.0,145762.0,82.08000183,54.13970639753221
S,2004-05-24,15386.0,9008.0,58.54999924,54.13970639753221
NE,2004-05-25,49967.0,48595.0,97.25,54.13970639753221
N,2004-05-25,12311.0,11241.0,91.30999756,54.13970639753221
SE/CO,2004-05-25,177575.0,145924.0,82.18000031,54.13970639753221
S,2004-05-25,15386.0,9106.0,59.18999863,54.13970639753221
NE,2004-05-26,49967.0,48595.0,97.25,54.13970639753221
N,2004-05-26,12311.0,11278.0,91.61000061,54.13970639753221
SE/CO,2004-05-26,177575.0,146310.0,82.38999939,54.13970639753221
S,2004-05-26,15386.0,9274.0,60.27999878,54.13970639753221
NE,2004-05-27,49967.0,48519.0,97.09999847,54.13970639753221
N,2004-05-27,12311.0,11257.0,91.44000244,54.13970639753221
SE/CO,2004-05-27,177575.0,146450.0,82.47000122,54.13970639753221
S,2004-05-27,15386.0,9421.0,61.22999954,54.13970639753221
NE,2004-05-28,49967.0,48503.0,97.06999969,54.13970639753221
N,2004-05-28,12311.0,11261.0,91.47000122,54.13970639753221
SE/CO,2004-05-28,177575.0,146523.0,82.51000214,54.13970639753221
S,2004-05-28,15386.0,9540.0,62.00999832,54.13970639753221
NE,2004-05-29,49967.0,48503.0,97.06999969,54.13970639753221
N,2004-05-29,12311.0,11260.0,91.45999908,54.13970639753221
SE/CO,2004-05-29,177575.0,146569.0,82.54000092,54.13970639753221
S,2004-05-29,15386.0,9648.0,62.70999908,54.13970639753221
NE,2004-05-30,49967.0,48401.0,96.87000275,54.13970639753221
N,2004-05-30,12311.0,11242.0,91.30999756,54.13970639753221
SE/CO,2004-05-30,177575.0,146718.0,82.62000275,54.13970639753221
S,2004-05-30,15386.0,9788.0,63.61999893,54.13970639753221
NE,2004-05-31,49967.0,48575.0,97.20999908,54.13970639753221
N,2004-05-31,12311.0,11240.0,91.30000305,54.13970639753221
SE/CO,2004-05-31,177575.0,146823.0,82.68000031,54.13970639753221
S,2004-05-31,15386.0,9871.0,64.16000366,54.13970639753221
NE,2004-06-01,49967.0,48324.0,96.70999908,54.13970639753221
N,2004-06-01,12311.0,11246.0,91.34999847,54.13970639753221
SE/CO,2004-06-01,177575.0,146963.0,82.76000214,54.13970639753221
S,2004-06-01,15386.0,9928.0,64.52999878,54.13970639753221
NE,2004-06-02,49967.0,48371.0,96.80999756,54.13970639753221
N,2004-06-02,12311.0,11251.0,91.38999939,54.13970639753221
SE/CO,2004-06-02,177575.0,146995.0,82.77999878,54.13970639753221
S,2004-06-02,15386.0,9983.0,64.88999939,54.13970639753221
NE,2004-06-03,49967.0,48414.0,96.88999939,54.13970639753221
N,2004-06-03,12311.0,11252.0,91.40000153,54.13970639753221
SE/CO,2004-06-03,177575.0,147072.0,82.81999969,54.13970639753221
S,2004-06-03,15386.0,10029.0,65.18000031,54.13970639753221
NE,2004-06-04,49967.0,48345.0,96.75,54.13970639753221
N,2004-06-04,12311.0,11242.0,91.30999756,54.13970639753221
SE/CO,2004-06-04,177575.0,147308.0,82.95999908,54.13970639753221
S,2004-06-04,15386.0,10043.0,65.27999878,54.13970639753221
NE,2004-06-05,49967.0,48434.0,96.93000031,54.13970639753221
N,2004-06-05,12311.0,11263.0,91.48999786,54.13970639753221
SE/CO,2004-06-05,177575.0,147528.0,83.08000183,54.13970639753221
S,2004-06-05,15386.0,10112.0,65.72000122,54.13970639753221
NE,2004-06-06,49967.0,48242.0,96.55000305,54.13970639753221
N,2004-06-06,12311.0,11240.0,91.30000305,54.13970639753221
SE/CO,2004-06-06,177575.0,147690.0,83.16999817,54.13970639753221
S,2004-06-06,15386.0,10185.0,66.19999695,54.13970639753221
NE,2004-06-07,49967.0,48349.0,96.76000214,54.13970639753221
N,2004-06-07,12311.0,11251.0,91.38999939,54.13970639753221
SE/CO,2004-06-07,177575.0,147790.0,83.23000336,54.13970639753221
S,2004-06-07,15386.0,10188.0,66.22000122,54.13970639753221
NE,2004-06-08,49967.0,48349.0,96.76000214,54.13970639753221
N,2004-06-08,12311.0,11247.0,91.36000061,54.13970639753221
SE/CO,2004-06-08,177575.0,147699.0,83.18000031,54.13970639753221
S,2004-06-08,15386.0,10198.0,66.27999878,54.13970639753221
NE,2004-06-09,49967.0,48242.0,96.55000305,54.13970639753221
N,2004-06-09,12311.0,11253.0,91.40000153,54.13970639753221
SE/CO,2004-06-09,177575.0,147648.0,83.15000153,54.13970639753221
S,2004-06-09,15386.0,10199.0,66.29000092,54.13970639753221
NE,2004-06-10,49967.0,48153.0,96.37000275,54.13970639753221
N,2004-06-10,12311.0,11250.0,91.37999725,54.13970639753221
SE/CO,2004-06-10,177575.0,147537.0,83.08000183,54.13970639753221
S,2004-06-10,15386.0,10294.0,66.91000366,54.13970639753221
NE,2004-06-11,49967.0,48260.0,96.58000183,54.13970639753221
N,2004-06-11,12311.0,11249.0,91.37000275,54.13970639753221
SE/CO,2004-06-11,177575.0,147356.0,82.98000336,54.13970639753221
S,2004-06-11,15386.0,10470.0,68.05000305,54.13970639753221
NE,2004-06-12,49967.0,48164.0,96.38999939,54.13970639753221
N,2004-06-12,12311.0,11244.0,91.33000183,54.13970639753221
SE/CO,2004-06-12,177575.0,147343.0,82.98000336,54.13970639753221
S,2004-06-12,15386.0,10716.0,69.65000153,54.13970639753221
NE,2004-06-13,49967.0,48183.0,96.43000031,54.13970639753221
N,2004-06-13,12311.0,11242.0,91.30999756,54.13970639753221
SE/CO,2004-06-13,177575.0,147459.0,83.04000092,54.13970639753221
S,2004-06-13,15386.0,10947.0,71.15000153,54.13970639753221
NE,2004-06-14,49967.0,48102.0,96.26999664,54.13970639753221
N,2004-06-14,12311.0,11240.0,91.30000305,54.13970639753221
SE/CO,2004-06-14,177575.0,147447.0,83.02999878,54.13970639753221
S,2004-06-14,15386.0,11106.0,72.18000031,54.13970639753221
NE,2004-06-15,49967.0,48242.0,96.55000305,54.13970639753221
N,2004-06-15,12311.0,11236.0,91.26999664,54.13970639753221
SE/CO,2004-06-15,177575.0,147338.0,82.97000122,54.13970639753221
S,2004-06-15,15386.0,11223.0,72.94000244,54.13970639753221
NE,2004-06-16,50453.0,48481.0,96.08999634,54.13970639753221
N,2004-06-16,12311.0,11234.0,91.25,54.13970639753221
SE/CO,2004-06-16,177852.0,147501.0,82.93000031,54.13970639753221
S,2004-06-16,15386.0,11323.0,73.58999634,54.13970639753221
NE,2004-06-17,50453.0,48506.0,96.13999939,54.13970639753221
N,2004-06-17,12311.0,11216.0,91.09999847,54.13970639753221
SE/CO,2004-06-17,177852.0,147408.0,82.87999725,54.13970639753221
S,2004-06-17,15386.0,11394.0,74.05999756,54.13970639753221
NE,2004-06-18,50453.0,48537.0,96.19999695,54.13970639753221
N,2004-06-18,12311.0,11214.0,91.08999634,54.13970639753221
SE/CO,2004-06-18,177852.0,147337.0,82.83999634,54.13970639753221
S,2004-06-18,15386.0,11455.0,74.44999695,54.13970639753221
NE,2004-06-19,50453.0,48427.0,95.98000336,54.13970639753221
N,2004-06-19,12311.0,11204.0,91.01000214,54.13970639753221
SE/CO,2004-06-19,177852.0,147275.0,82.80999756,54.13970639753221
S,2004-06-19,15386.0,11558.0,75.12000275,54.13970639753221
NE,2004-06-20,50453.0,48389.0,95.91000366,54.13970639753221
N,2004-06-20,12311.0,11184.0,90.83999634,54.13970639753221
SE/CO,2004-06-20,177852.0,147348.0,82.84999847,54.13970639753221
S,2004-06-20,15386.0,11665.0,75.81999969,54.13970639753221
NE,2004-06-21,50453.0,48422.0,95.97000122,54.13970639753221
N,2004-06-21,12311.0,11190.0,90.88999939,54.13970639753221
SE/CO,2004-06-21,177852.0,147210.0,82.76999664,54.13970639753221
S,2004-06-21,15386.0,11680.0,75.91999817,54.13970639753221
NE,2004-06-22,50453.0,48502.0,96.12999725,54.13970639753221
N,2004-06-22,12311.0,11186.0,90.86000061,54.13970639753221
SE/CO,2004-06-22,177852.0,147165.0,82.75,54.13970639753221
S,2004-06-22,15386.0,11671.0,75.86000061,54.13970639753221
NE,2004-06-23,50453.0,48313.0,95.76000214,54.13970639753221
N,2004-06-23,12311.0,11160.0,90.65000153,54.13970639753221
SE/CO,2004-06-23,177852.0,147068.0,82.69000244,54.13970639753221
S,2004-06-23,15386.0,11628.0,75.58000183,54.13970639753221
NE,2004-06-24,50453.0,48188.0,95.51000214,54.13970639753221
N,2004-06-24,12311.0,11127.0,90.37999725,54.13970639753221
SE/CO,2004-06-24,177852.0,147029.0,82.66999817,54.13970639753221
S,2004-06-24,15386.0,11607.0,75.44000244,54.13970639753221
NE,2004-06-25,50453.0,48238.0,95.61000061,54.13970639753221
N,2004-06-25,12311.0,11094.0,90.11000061,54.13970639753221
SE/CO,2004-06-25,177852.0,146875.0,82.58000183,54.13970639753221
S,2004-06-25,15386.0,11579.0,75.26000214,54.13970639753221
NE,2004-06-26,50453.0,48005.0,95.15000153,54.13970639753221
N,2004-06-26,12311.0,11069.0,89.91000366,54.13970639753221
SE/CO,2004-06-26,177852.0,146854.0,82.56999969,54.13970639753221
S,2004-06-26,15386.0,11616.0,75.5,54.13970639753221
NE,2004-06-27,50453.0,48323.0,95.77999878,54.13970639753221
N,2004-06-27,12311.0,11043.0,89.69999695,54.13970639753221
SE/CO,2004-06-27,177852.0,146813.0,82.55000305,54.13970639753221
S,2004-06-27,15386.0,11668.0,75.83999634,54.13970639753221
NE,2004-06-28,50453.0,48145.0,95.43000031,54.13970639753221
N,2004-06-28,12311.0,11004.0,89.37999725,54.13970639753221
SE/CO,2004-06-28,177852.0,146626.0,82.44000244,54.13970639753221
S,2004-06-28,15386.0,11649.0,75.70999908,54.13970639753221
NE,2004-06-29,50453.0,48021.0,95.18000031,54.13970639753221
N,2004-06-29,12311.0,10985.0,89.23000336,54.13970639753221
SE/CO,2004-06-29,177852.0,146488.0,82.37000275,54.13970639753221
S,2004-06-29,15386.0,11620.0,75.52999878,54.13970639753221
NE,2004-06-30,50453.0,47932.0,95.0,54.13970639753221
N,2004-06-30,12311.0,10943.0,88.88999939,54.13970639753221
SE/CO,2004-06-30,177852.0,146290.0,82.25,54.13970639753221
S,2004-06-30,15386.0,11560.0,75.13999939,54.13970639753221
NE,2004-07-01,50453.0,47946.0,95.02999878,54.13970639753221
N,2004-07-01,12311.0,10904.0,88.56999969,54.13970639753221
SE/CO,2004-07-01,177852.0,146096.0,82.13999939,54.13970639753221
S,2004-07-01,15386.0,11515.0,74.83999634,54.13970639753221
NE,2004-07-02,50453.0,47734.0,94.61000061,54.13970639753221
N,2004-07-02,12311.0,10886.0,88.41999817,54.13970639753221
SE/CO,2004-07-02,177852.0,145918.0,82.04000092,54.13970639753221
S,2004-07-02,15386.0,11465.0,74.51999664,54.13970639753221
NE,2004-07-03,50453.0,47883.0,94.91000366,54.13970639753221
N,2004-07-03,12311.0,10852.0,88.15000153,54.13970639753221
SE/CO,2004-07-03,177852.0,145798.0,81.98000336,54.13970639753221
S,2004-07-03,15386.0,11479.0,74.61000061,54.13970639753221
NE,2004-07-04,50453.0,47634.0,94.41000366,54.13970639753221
N,2004-07-04,12311.0,10823.0,87.91000366,54.13970639753221
SE/CO,2004-07-04,177852.0,145784.0,81.97000122,54.13970639753221
S,2004-07-04,15386.0,11633.0,75.61000061,54.13970639753221
NE,2004-07-05,50453.0,47623.0,94.38999939,54.13970639753221
N,2004-07-05,12311.0,10784.0,87.58999634,54.13970639753221
SE/CO,2004-07-05,177852.0,145543.0,81.83000183,54.13970639753221
S,2004-07-05,15386.0,11795.0,76.66000366,54.13970639753221
NE,2004-07-06,50453.0,47395.0,93.94000244,54.13970639753221
N,2004-07-06,12311.0,10728.0,87.13999939,54.13970639753221
SE/CO,2004-07-06,177852.0,145387.0,81.75,54.13970639753221
S,2004-07-06,15386.0,11936.0,77.58000183,54.13970639753221
NE,2004-07-07,50453.0,47391.0,93.93000031,54.13970639753221
N,2004-07-07,12311.0,10696.0,86.87999725,54.13970639753221
SE/CO,2004-07-07,177852.0,145188.0,81.62999725,54.13970639753221
S,2004-07-07,15386.0,12015.0,78.08999634,54.13970639753221
NE,2004-07-08,50453.0,47404.0,93.95999908,54.13970639753221
N,2004-07-08,12311.0,10657.0,86.55999756,54.13970639753221
SE/CO,2004-07-08,177852.0,144959.0,81.51000214,54.13970639753221
S,2004-07-08,15386.0,12121.0,78.77999878,54.13970639753221
NE,2004-07-09,50453.0,47283.0,93.72000122,54.13970639753221
N,2004-07-09,12311.0,10605.0,86.13999939,54.13970639753221
SE/CO,2004-07-09,177852.0,144915.0,81.48000336,54.13970639753221
S,2004-07-09,15386.0,12247.0,79.59999847,54.13970639753221
NE,2004-07-10,50453.0,47281.0,93.70999908,54.13970639753221
N,2004-07-10,12311.0,10565.0,85.81999969,54.13970639753221
SE/CO,2004-07-10,177852.0,144861.0,81.44999695,54.13970639753221
S,2004-07-10,15386.0,12372.0,80.41000366,54.13970639753221
NE,2004-07-11,50453.0,47238.0,93.62999725,54.13970639753221
N,2004-07-11,12311.0,10540.0,85.61000061,54.13970639753221
SE/CO,2004-07-11,177852.0,145116.0,81.58999634,54.13970639753221
S,2004-07-11,15386.0,12480.0,81.11000061,54.13970639753221
NE,2004-07-12,50453.0,47235.0,93.62000275,54.13970639753221
N,2004-07-12,12311.0,10495.0,85.25,54.13970639753221
SE/CO,2004-07-12,177852.0,145170.0,81.62000275,54.13970639753221
S,2004-07-12,15386.0,12485.0,81.15000153,54.13970639753221
NE,2004-07-13,50453.0,46928.0,93.01000214,54.13970639753221
N,2004-07-13,12311.0,10442.0,84.81999969,54.13970639753221
SE/CO,2004-07-13,177852.0,145056.0,81.55999756,54.13970639753221
S,2004-07-13,15386.0,12440.0,80.84999847,54.13970639753221
NE,2004-07-14,50453.0,47005.0,93.16999817,54.13970639753221
N,2004-07-14,12311.0,10395.0,84.43000031,54.13970639753221
SE/CO,2004-07-14,177852.0,144973.0,81.51000214,54.13970639753221
S,2004-07-14,15386.0,12406.0,80.62999725,54.13970639753221
NE,2004-07-15,50453.0,46914.0,92.98999786,54.13970639753221
N,2004-07-15,12311.0,10335.0,83.94999695,54.13970639753221
SE/CO,2004-07-15,177852.0,144858.0,81.44999695,54.13970639753221
S,2004-07-15,15386.0,12589.0,81.81999969,54.13970639753221
NE,2004-07-16,50453.0,46886.0,92.93000031,54.13970639753221
N,2004-07-16,12311.0,10297.0,83.63999939,54.13970639753221
SE/CO,2004-07-16,177852.0,144727.0,81.37999725,54.13970639753221
S,2004-07-16,15386.0,12857.0,83.56999969,54.13970639753221
NE,2004-07-17,50453.0,46841.0,92.83999634,54.13970639753221
N,2004-07-17,12311.0,10258.0,83.31999969,54.13970639753221
SE/CO,2004-07-17,177852.0,144699.0,81.36000061,54.13970639753221
S,2004-07-17,15386.0,13091.0,85.08999634,54.13970639753221
NE,2004-07-18,50453.0,46805.0,92.76999664,54.13970639753221
N,2004-07-18,12311.0,10225.0,83.05000305,54.13970639753221
SE/CO,2004-07-18,177852.0,144713.0,81.37000275,54.13970639753221
S,2004-07-18,15386.0,13222.0,85.94000244,54.13970639753221
NE,2004-07-19,50453.0,46655.0,92.47000122,54.13970639753221
N,2004-07-19,12311.0,10205.0,82.88999939,54.13970639753221
SE/CO,2004-07-19,177852.0,144715.0,81.37000275,54.13970639753221
S,2004-07-19,15386.0,13291.0,86.38999939,54.13970639753221
NE,2004-07-20,50453.0,46724.0,92.61000061,54.13970639753221
N,2004-07-20,12311.0,10181.0,82.69999695,54.13970639753221
SE/CO,2004-07-20,177852.0,144802.0,81.41999817,54.13970639753221
S,2004-07-20,15386.0,13386.0,87.0,54.13970639753221
NE,2004-07-21,50453.0,46581.0,92.33000183,54.13970639753221
N,2004-07-21,12311.0,10161.0,82.52999878,54.13970639753221
SE/CO,2004-07-21,177852.0,144837.0,81.44000244,54.13970639753221
S,2004-07-21,15386.0,13433.0,87.30999756,54.13970639753221
NE,2004-07-22,50453.0,46377.0,91.91999817,54.13970639753221
N,2004-07-22,12311.0,10162.0,82.54000092,54.13970639753221
SE/CO,2004-07-22,177852.0,144743.0,81.37999725,54.13970639753221
S,2004-07-22,15386.0,13468.0,87.54000092,54.13970639753221
NE,2004-07-23,50453.0,46084.0,91.33999634,54.13970639753221
N,2004-07-23,12311.0,10149.0,82.44000244,54.13970639753221
SE/CO,2004-07-23,177852.0,144578.0,81.29000092,54.13970639753221
S,2004-07-23,15386.0,13476.0,87.58999634,54.13970639753221
NE,2004-07-24,50453.0,45949.0,91.06999969,54.13970639753221
N,2004-07-24,12311.0,10143.0,82.38999939,54.13970639753221
SE/CO,2004-07-24,177852.0,144485.0,81.23999786,54.13970639753221
S,2004-07-24,15386.0,13494.0,87.70999908,54.13970639753221
NE,2004-07-25,50453.0,46076.0,91.33000183,54.13970639753221
N,2004-07-25,12311.0,10123.0,82.23000336,54.13970639753221
SE/CO,2004-07-25,177852.0,144396.0,81.19000244,54.13970639753221
S,2004-07-25,15386.0,13521.0,87.87999725,54.13970639753221
NE,2004-07-26,50453.0,45935.0,91.05000305,54.13970639753221
N,2004-07-26,12311.0,10090.0,81.95999908,54.13970639753221
SE/CO,2004-07-26,177852.0,144188.0,81.06999969,54.13970639753221
S,2004-07-26,15386.0,13510.0,87.80999756,54.13970639753221
NE,2004-07-27,50453.0,46020.0,91.20999908,54.13970639753221
N,2004-07-27,12311.0,10055.0,81.66999817,54.13970639753221
SE/CO,2004-07-27,177852.0,143839.0,80.87999725,54.13970639753221
S,2004-07-27,15386.0,13486.0,87.65000153,54.13970639753221
NE,2004-07-28,50453.0,45995.0,91.16000366,54.13970639753221
N,2004-07-28,12311.0,10023.0,81.41000366,54.13970639753221
SE/CO,2004-07-28,177852.0,143590.0,80.73999786,54.13970639753221
S,2004-07-28,15386.0,13462.0,87.5,54.13970639753221
NE,2004-07-29,50453.0,45762.0,90.69999695,54.13970639753221
N,2004-07-29,12311.0,9997.0,81.19999695,54.13970639753221
SE/CO,2004-07-29,177852.0,143332.0,80.58999634,54.13970639753221
S,2004-07-29,15386.0,13416.0,87.19999695,54.13970639753221
NE,2004-07-30,50453.0,45797.0,90.76999664,54.13970639753221
N,2004-07-30,12311.0,9958.0,80.88999939,54.13970639753221
SE/CO,2004-07-30,177852.0,143061.0,80.44000244,54.13970639753221
