id_subsistema,ear_data,ear_max_subsistema,ear_verif_subsistema_mwmes,ear_verif_subsistema_percentual,verif_max_ratio
N,2013-07-09,14267.0,13146.0,92.13999939,54.13970639753221
SE/CO,2013-07-09,200625.0,127517.0,63.56000137,54.13970639753221
S,2013-07-09,19996.0,17007.0,85.05000305,54.13970639753221
NE,2013-07-10,51809.0,23391.0,45.15000153,54.13970639753221
N,2013-07-10,14267.0,13130.0,92.02999878,54.13970639753221
SE/CO,2013-07-10,200625.0,127271.0,63.43999863,54.13970639753221
S,2013-07-10,19996.0,17179.0,85.91000366,54.13970639753221
NE,2013-07-11,51809.0,23270.0,44.91999817,54.13970639753221
N,2013-07-11,14267.0,13062.0,91.55000305,54.13970639753221
SE/CO,2013-07-11,200625.0,126954.0,63.27999878,54.13970639753221
S,2013-07-11,19996.0,17291.0,86.47000122,54.13970639753221
NE,2013-07-12,51809.0,23224.0,44.83000183,54.13970639753221
N,2013-07-12,14267.0,13030.0,91.33000183,54.13970639753221
SE/CO,2013-07-12,200625.0,126738.0,63.16999817,54.13970639753221
S,2013-07-12,19996.0,17282.0,86.43000031,54.13970639753221
NE,2013-07-13,51809.0,23175.0,44.72999954,54.13970639753221
N,2013-07-13,15041.0,13730.0,91.27999878,54.13970639753221
SE/CO,2013-07-13,200625.0,126544.0,63.06999969,54.13970639753221
S,2013-07-13,19996.0,17338.0,86.70999908,54.13970639753221
NE,2013-07-14,51809.0,23043.0,44.47999954,54.13970639753221
N,2013-07-14,15041.0,13704.0,91.11000061,54.13970639753221
SE/CO,2013-07-14,200625.0,126427.0,63.02000046,54.13970639753221
S,2013-07-14,19996.0,17418.0,87.11000061,54.13970639753221
NE,2013-07-15,51809.0,23140.0,44.65999985,54.13970639753221
N,2013-07-15,15041.0,13658.0,90.80999756,54.13970639753221
SE/CO,2013-07-15,200625.0,126087.0,62.84999847,54.13970639753221
S,2013-07-15,19996.0,17397.0,87.0,54.13970639753221
NE,2013-07-16,51809.0,22970.0,44.34000015,54.13970639753221
N,2013-07-16,15041.0,13612.0,90.5,54.13970639753221
SE/CO,2013-07-16,200625.0,125828.0,62.72000122,54.13970639753221
S,2013-07-16,19996.0,17340.0,86.72000122,54.13970639753221
NE,2013-07-17,51809.0,22781.0,43.97000122,54.13970639753221
N,2013-07-17,15041.0,13568.0,90.20999908,54.13970639753221
SE/CO,2013-07-17,200625.0,125574.0,62.59000015,54.13970639753221
S,2013-07-17,19996.0,17286.0,86.44999695,54.13970639753221
NE,2013-07-18,51809.0,22779.0,43.97000122,54.13970639753221
N,2013-07-18,15041.0,13515.0,89.86000061,54.13970639753221
SE/CO,2013-07-18,200625.0,125285.0,62.45000076,54.13970639753221
S,2013-07-18,19996.0,17193.0,85.98000336,54.13970639753221
NE,2013-07-19,51809.0,22641.0,43.70000076,54.13970639753221
N,2013-07-19,15041.0,13462.0,89.5,54.13970639753221
SE/CO,2013-07-19,200625.0,124912.0,62.25999832,54.13970639753221
S,2013-07-19,19996.0,17129.0,85.66000366,54.13970639753221
NE,2013-07-20,51809.0,22570.0,43.56000137,54.13970639753221
N,2013-07-20,15041.0,13425.0,89.26000214,54.13970639753221
SE/CO,2013-07-20,200625.0,124701.0,62.15999985,54.13970639753221
S,2013-07-20,19996.0,17182.0,85.93000031,54.13970639753221
NE,2013-07-21,51809.0,22555.0,43.54000092,54.13970639753221
N,2013-07-21,15041.0,13399.0,89.08000183,54.13970639753221
SE/CO,2013-07-21,200625.0,124587.0,62.09999847,54.13970639753221
S,2013-07-21,19996.0,17474.0,87.38999939,54.13970639753221
NE,2013-07-22,51809.0,22417.0,43.27000046,54.13970639753221
N,2013-07-22,15041.0,13328.0,88.61000061,54.13970639753221
SE/CO,2013-07-22,200625.0,124128.0,61.86999893,54.13970639753221
S,2013-07-22,19996.0,17559.0,87.80999756,54.13970639753221
NE,2013-07-23,51809.0,22226.0,42.90000153,54.13970639753221
N,2013-07-23,15041.0,13235.0,87.98999786,54.13970639753221
SE/CO,2013-07-23,200625.0,123762.0,61.68999863,54.13970639753221
S,2013-07-23,19996.0,17592.0,87.98000336,54.13970639753221
NE,2013-07-24,51809.0,22131.0,42.72000122,54.13970639753221
N,2013-07-24,15041.0,13148.0,87.41999817,54.13970639753221
SE/CO,2013-07-24,200625.0,123449.0,61.52999878,54.13970639753221
S,2013-07-24,19996.0,17625.0,88.13999939,54.13970639753221
NE,2013-07-25,51809.0,21949.0,42.36999893,54.13970639753221
N,2013-07-25,15041.0,13102.0,87.11000061,54.13970639753221
SE/CO,2013-07-25,200625.0,123154.0,61.38999939,54.13970639753221
S,2013-07-25,19996.0,17675.0,88.38999939,54.13970639753221
NE,2013-07-26,51809.0,21868.0,42.20999908,54.13970639753221
N,2013-07-26,15041.0,13058.0,86.81999969,54.13970639753221
SE/CO,2013-07-26,200625.0,122850.0,61.22999954,54.13970639753221
S,2013-07-26,19996.0,17733.0,88.68000031,54.13970639753221
NE,2013-07-27,51809.0,21681.0,41.84999847,54.13970639753221
N,2013-07-27,15041.0,13012.0,86.51000214,54.13970639753221
SE/CO,2013-07-27,200625.0,122892.0,61.25,54.13970639753221
S,2013-07-27,19996.0,17783.0,88.93000031,54.13970639753221
NE,2013-07-28,51809.0,21595.0,41.68000031,54.13970639753221
N,2013-07-28,15041.0,12969.0,86.23000336,54.13970639753221
SE/CO,2013-07-28,200625.0,122948.0,61.27999878,54.13970639753221
S,2013-07-28,19996.0,17803.0,89.02999878,54.13970639753221
NE,2013-07-29,51809.0,21517.0,41.52999878,54.13970639753221
N,2013-07-29,15041.0,12917.0,85.87999725,54.13970639753221
SE/CO,2013-07-29,200625.0,122596.0,61.11000061,54.13970639753221
S,2013-07-29,19996.0,17822.0,89.12999725,54.13970639753221
NE,2013-07-30,51809.0,21339.0,41.18999863,54.13970639753221
N,2013-07-30,15041.0,12845.0,85.40000153,54.13970639753221
SE/CO,2013-07-30,200625.0,122423.0,61.02000046,54.13970639753221
S,2013-07-30,19996.0,17795.0,88.98999786,54.13970639753221
NE,2013-07-31,51809.0,21285.0,41.08000183,54.13970639753221
N,2013-07-31,15041.0,12766.0,84.87999725,54.13970639753221
SE/CO,2013-07-31,200625.0,122106.0,60.86000061,54.13970639753221
S,2013-07-31,19996.0,17765.0,88.83999634,54.13970639753221
NE,2013-08-01,51809.0,21273.0,41.06000137,54.13970639753221
N,2013-08-01,15041.0,12685.0,84.33999634,54.13970639753221
SE/CO,2013-08-01,200625.0,121796.0,60.70999908,54.13970639753221
S,2013-08-01,19996.0,17736.0,88.69999695,54.13970639753221
NE,2013-08-02,51809.0,21286.0,41.09000015,54.13970639753221
N,2013-08-02,15041.0,12614.0,83.86000061,54.13970639753221
SE/CO,2013-08-02,200625.0,121493.0,60.56000137,54.13970639753221
S,2013-08-02,19996.0,17693.0,88.48000336,54.13970639753221
NE,2013-08-03,51809.0,21220.0,40.95999908,54.13970639753221
N,2013-08-03,15041.0,12555.0,83.47000122,54.13970639753221
SE/CO,2013-08-03,200625.0,121311.0,60.47000122,54.13970639753221
S,2013-08-03,19996.0,17713.0,88.58000183,54.13970639753221
NE,2013-08-04,51809.0,21191.0,40.90000153,54.13970639753221
N,2013-08-04,15041.0,12513.0,83.19000244,54.13970639753221
SE/CO,2013-08-04,200625.0,121269.0,60.45000076,54.13970639753221
S,2013-08-04,19996.0,17888.0,89.45999908,54.13970639753221
NE,2013-08-05,51809.0,20983.0,40.5,54.13970639753221
N,2013-08-05,15041.0,12457.0,82.81999969,54.13970639753221
SE/CO,2013-08-05,200625.0,120746.0,60.18000031,54.13970639753221
S,2013-08-05,19996.0,18004.0,90.04000092,54.13970639753221
NE,2013-08-06,51809.0,20882.0,40.31000137,54.13970639753221
N,2013-08-06,15041.0,12383.0,82.33000183,54.13970639753221
SE/CO,2013-08-06,200625.0,120439.0,60.02999878,54.13970639753221
S,2013-08-06,19996.0,18178.0,90.91000366,54.13970639753221
NE,2013-08-07,51809.0,20772.0,40.09000015,54.13970639753221
N,2013-08-07,15041.0,12318.0,81.90000153,54.13970639753221
SE/CO,2013-08-07,200625.0,120112.0,59.86999893,54.13970639753221
S,2013-08-07,19996.0,18296.0,91.5,54.13970639753221
NE,2013-08-08,51809.0,20795.0,40.13999939,54.13970639753221
N,2013-08-08,15041.0,12253.0,81.45999908,54.13970639753221
SE/CO,2013-08-08,200625.0,119690.0,59.65999985,54.13970639753221
S,2013-08-08,19996.0,18330.0,91.66999817,54.13970639753221
NE,2013-08-09,51809.0,20696.0,39.95000076,54.13970639753221
N,2013-08-09,15041.0,12181.0,80.98999786,54.13970639753221
SE/CO,2013-08-09,200625.0,119265.0,59.45000076,54.13970639753221
S,2013-08-09,19996.0,18366.0,91.84999847,54.13970639753221
NE,2013-08-10,51809.0,20639.0,39.84000015,54.13970639753221
N,2013-08-10,15041.0,12122.0,80.58999634,54.13970639753221
SE/CO,2013-08-10,200625.0,119069.0,59.34999847,54.13970639753221
S,2013-08-10,19996.0,18723.0,93.62999725,54.13970639753221
NE,2013-08-11,51809.0,20563.0,39.68999863,54.13970639753221
N,2013-08-11,15041.0,12072.0,80.26000214,54.13970639753221
SE/CO,2013-08-11,200625.0,118941.0,59.29000092,54.13970639753221
S,2013-08-11,19996.0,18728.0,93.66000366,54.13970639753221
NE,2013-08-12,51809.0,20518.0,39.59999847,54.13970639753221
N,2013-08-12,15041.0,11992.0,79.73000336,54.13970639753221
SE/CO,2013-08-12,200625.0,118465.0,59.04999924,54.13970639753221
S,2013-08-12,19996.0,18764.0,93.83999634,54.13970639753221
NE,2013-08-13,51809.0,20417.0,39.40999985,54.13970639753221
N,2013-08-13,15041.0,11920.0,79.25,54.13970639753221
SE/CO,2013-08-13,200625.0,118049.0,58.84000015,54.13970639753221
S,2013-08-13,19996.0,18747.0,93.76000214,54.13970639753221
NE,2013-08-14,51809.0,20395.0,39.36999893,54.13970639753221
N,2013-08-14,15041.0,11848.0,78.76999664,54.13970639753221
SE/CO,2013-08-14,200625.0,117629.0,58.63000107,54.13970639753221
S,2013-08-14,19996.0,18775.0,93.90000153,54.13970639753221
NE,2013-08-15,51809.0,20257.0,39.09999847,54.13970639753221
N,2013-08-15,15041.0,11795.0,78.41999817,54.13970639753221
SE/CO,2013-08-15,200625.0,117327.0,58.47999954,54.13970639753221
S,2013-08-15,19996.0,18730.0,93.66999817,54.13970639753221
NE,2013-08-16,51809.0,20136.0,38.86999893,54.13970639753221
N,2013-08-16,15041.0,11731.0,77.98999786,54.13970639753221
SE/CO,2013-08-16,200625.0,116919.0,58.27999878,54.13970639753221
S,2013-08-16,19996.0,18684.0,93.44000244,54.13970639753221
NE,2013-08-17,51809.0,20204.0,39.0,54.13970639753221
N,2013-08-17,15041.0,11681.0,77.66000366,54.13970639753221
SE/CO,2013-08-17,200625.0,116641.0,58.13999939,54.13970639753221
S,2013-08-17,19996.0,18628.0,93.16000366,54.13970639753221
NE,2013-08-18,51809.0,19963.0,38.52999878,54.13970639753221
N,2013-08-18,15041.0,11632.0,77.33999634,54.13970639753221
SE/CO,2013-08-18,200625.0,116464.0,58.04999924,54.13970639753221
S,2013-08-18,19996.0,18659.0,93.30999756,54.13970639753221
NE,2013-08-19,51809.0,19978.0,38.56000137,54.13970639753221
N,2013-08-19,15041.0,11566.0,76.90000153,54.13970639753221
SE/CO,2013-08-19,200625.0,116016.0,57.83000183,54.13970639753221
S,2013-08-19,19996.0,18580.0,92.91999817,54.13970639753221
NE,2013-08-20,51809.0,19895.0,38.40000153,54.13970639753221
N,2013-08-20,15041.0,11503.0,76.48000336,54.13970639753221
SE/CO,2013-08-20,200625.0,115562.0,57.59999847,54.13970639753221
S,2013-08-20,19996.0,18477.0,92.40000153,54.13970639753221
NE,2013-08-21,51809.0,19821.0,38.25999832,54.13970639753221
N,2013-08-21,15041.0,11441.0,76.06999969,54.13970639753221
SE/CO,2013-08-21,200625.0,115110.0,57.38000107,54.13970639753221
S,2013-08-21,19996.0,18349.0,91.76000214,54.13970639753221
NE,2013-08-22,51809.0,19712.0,38.04999924,54.13970639753221
N,2013-08-22,15041.0,11383.0,75.68000031,54.13970639753221
SE/CO,2013-08-22,200625.0,114672.0,57.15999985,54.13970639753221
S,2013-08-22,19996.0,18207.0,91.05000305,54.13970639753221
NE,2013-08-23,51809.0,19535.0,37.70999908,54.13970639753221
N,2013-08-23,15041.0,11311.0,75.19999695,54.13970639753221
SE/CO,2013-08-23,200625.0,114190.0,56.91999817,54.13970639753221
S,2013-08-23,19996.0,18110.0,90.56999969,54.13970639753221
NE,2013-08-24,51809.0,19562.0,37.75999832,54.13970639753221
N,2013-08-24,15041.0,11247.0,74.77999878,54.13970639753221
SE/CO,2013-08-24,200625.0,113824.0,56.72999954,54.13970639753221
S,2013-08-24,19996.0,18153.0,90.77999878,54.13970639753221
NE,2013-08-25,51809.0,19491.0,37.61999893,54.13970639753221
N,2013-08-25,15041.0,11187.0,74.37999725,54.13970639753221
SE/CO,2013-08-25,200625.0,113484.0,56.56999969,54.13970639753221
S,2013-08-25,19996.0,18251.0,91.26999664,54.13970639753221
NE,2013-08-26,51809.0,19480.0,37.59999847,54.13970639753221
N,2013-08-26,15041.0,11104.0,73.83000183,54.13970639753221
SE/CO,2013-08-26,200625.0,112856.0,56.25,54.13970639753221
S,2013-08-26,19996.0,18266.0,91.34999847,54.13970639753221
NE,2013-08-27,51809.0,19359.0,37.36999893,54.13970639753221
N,2013-08-27,15041.0,11028.0,73.31999969,54.13970639753221
SE/CO,2013-08-27,200625.0,112312.0,55.97999954,54.13970639753221
S,2013-08-27,19996.0,18273.0,91.37999725,54.13970639753221
NE,2013-08-28,51809.0,19649.0,37.93000031,54.13970639753221
N,2013-08-28,15041.0,10948.0,72.79000092,54.13970639753221
SE/CO,2013-08-28,200625.0,111969.0,55.81000137,54.13970639753221
S,2013-08-28,19996.0,18319.0,91.61000061,54.13970639753221
NE,2013-08-29,51809.0,18819.0,36.31999969,54.13970639753221
N,2013-08-29,15041.0,10863.0,72.22000122,54.13970639753221
SE/CO,2013-08-29,200625.0,111525.0,55.59000015,54.13970639753221
S,2013-08-29,19996.0,18316.0,91.59999847,54.13970639753221
NE,2013-08-30,51809.0,19329.0,37.31000137,54.13970639753221
N,2013-08-30,15041.0,10786.0,71.70999908,54.13970639753221
SE/CO,2013-08-30,200625.0,110984.0,55.31999969,54.13970639753221
S,2013-08-30,19996.0,18325.0,91.63999939,54.13970639753221
NE,2013-08-31,51809.0,18758.0,36.20999908,54.13970639753221
N,2013-08-31,15041.0,10721.0,71.27999878,54.13970639753221
SE/CO,2013-08-31,200625.0,110606.0,55.13000107,54.13970639753221
S,2013-08-31,19996.0,18291.0,91.47000122,54.13970639753221
NE,2013-09-01,51809.0,18685.0,36.06999969,54.13970639753221
N,2013-09-01,15041.0,10670.0,70.94000244,54.13970639753221
SE/CO,2013-09-01,200625.0,110349.0,55.0,54.13970639753221
S,2013-09-01,19996.0,18317.0,91.59999847,54.13970639753221
NE,2013-09-02,51809.0,18510.0,35.72999954,54.13970639753221
N,2013-09-02,15041.0,10585.0,70.37000275,54.13970639753221
SE/CO,2013-09-02,200625.0,109755.0,54.70999908,54.13970639753221
S,2013-09-02,19996.0,18298.0,91.51000214,54.13970639753221
NE,2013-09-03,51809.0,18501.0,35.70999908,54.13970639753221
N,2013-09-03,15041.0,10504.0,69.83999634,54.13970639753221
SE/CO,2013-09-03,200625.0,109324.0,54.49000168,54.13970639753221
S,2013-09-03,19996.0,18244.0,91.23999786,54.13970639753221
NE,2013-09-04,51809.0,18362.0,35.43999863,54.13970639753221
N,2013-09-04,15041.0,10448.0,69.45999908,54.13970639753221
SE/CO,2013-09-04,200625.0,108798.0,54.22999954,54.13970639753221
S,2013-09-04,19996.0,18157.0,90.80000305,54.13970639753221
NE,2013-09-05,51809.0,18155.0,35.04000092,54.13970639753221
N,2013-09-05,15041.0,10386.0,69.05000305,54.13970639753221
SE/CO,2013-09-05,200625.0,108363.0,54.00999832,54.13970639753221
S,2013-09-05,19996.0,18048.0,90.26000214,54.13970639753221
NE,2013-09-06,51809.0,18156.0,35.04000092,54.13970639753221
N,2013-09-06,15041.0,10325.0,68.65000153,54.13970639753221
SE/CO,2013-09-06,200625.0,107862.0,53.75999832,54.13970639753221
S,2013-09-06,19996.0,17919.0,89.61000061,54.13970639753221
NE,2013-09-07,51809.0,18272.0,35.27000046,54.13970639753221
N,2013-09-07,15041.0,10281.0,68.34999847,54.13970639753221
SE/CO,2013-09-07,200625.0,107701.0,53.68000031,54.13970639753221
S,2013-09-07,19996.0,17827.0,89.15000153,54.13970639753221
NE,2013-09-08,51809.0,18191.0,35.11000061,54.13970639753221
N,2013-09-08,15041.0,10229.0,68.01000214,54.13970639753221
SE/CO,2013-09-08,200625.0,107443.0,53.54999924,54.13970639753221
S,2013-09-08,19996.0,17778.0,88.91000366,54.13970639753221
NE,2013-09-09,51809.0,17969.0,34.68000031,54.13970639753221
N,2013-09-09,15041.0,10128.0,67.33999634,54.13970639753221
SE/CO,2013-09-09,200625.0,106793.0,53.22999954,54.13970639753221
S,2013-09-09,19996.0,17654.0,88.29000092,54.13970639753221
NE,2013-09-10,51809.0,17910.0,34.56999969,54.13970639753221
N,2013-09-10,15041.0,10035.0,66.72000122,54.13970639753221
SE/CO,2013-09-10,200625.0,106241.0,52.95999908,54.13970639753221
S,2013-09-10,19996.0,17506.0,87.55000305,54.13970639753221
NE,2013-09-11,51809.0,17824.0,34.40000153,54.13970639753221
N,2013-09-11,15041.0,9934.0,66.05000305,54.13970639753221
SE/CO,2013-09-11,200625.0,105651.0,52.65999985,54.13970639753221
S,2013-09-11,19996.0,17324.0,86.63999939,54.13970639753221
NE,2013-09-12,51809.0,17697.0,34.15999985,54.13970639753221
N,2013-09-12,15041.0,9832.0,65.37000275,54.13970639753221
SE/CO,2013-09-12,200625.0,105101.0,52.38999939,54.13970639753221
S,2013-09-12,19996.0,17116.0,85.59999847,54.13970639753221
NE,2013-09-13,51809.0,17630.0,34.02999878,54.13970639753221
N,2013-09-13,15041.0,9720.0,64.62000275,54.13970639753221
SE/CO,2013-09-13,200625.0,104494.0,52.08000183,54.13970639753221
S,2013-09-13,19996.0,16925.0,84.63999939,54.13970639753221
NE,2013-09-14,51809.0,17500.0,33.77999878,54.13970639753221
N,2013-09-14,15041.0,9622.0,63.97000122,54.13970639753221
SE/CO,2013-09-14,200625.0,104075.0,51.88000107,54.13970639753221
S,2013-09-14,19996.0,16750.0,83.76999664,54.13970639753221
NE,2013-09-15,51809.0,17389.0,33.56000137,54.13970639753221
N,2013-09-15,15041.0,9557.0,63.54000092,54.13970639753221
SE/CO,2013-09-15,200625.0,103792.0,51.72999954,54.13970639753221
S,2013-09-15,19996.0,16639.0,83.20999908,54.13970639753221
NE,2013-09-16,51809.0,17410.0,33.59999847,54.13970639753221
N,2013-09-16,15041.0,9414.0,62.59000015,54.13970639753221
SE/CO,2013-09-16,200625.0,103050.0,51.36000061,54.13970639753221
S,2013-09-16,19996.0,16553.0,82.77999878,54.13970639753221
NE,2013-09-17,51809.0,17317.0,33.41999817,54.13970639753221
N,2013-09-17,15041.0,9265.0,61.59999847,54.13970639753221
SE/CO,2013-09-17,200625.0,102414.0,51.04999924,54.13970639753221
S,2013-09-17,19996.0,16555.0,82.79000092,54.13970639753221
NE,2013-09-18,51809.0,17196.0,33.18999863,54.13970639753221
N,2013-09-18,15041.0,9141.0,60.77000046,54.13970639753221
SE/CO,2013-09-18,200625.0,101999.0,50.84000015,54.13970639753221
S,2013-09-18,19996.0,16515.0,82.58999634,54.13970639753221
NE,2013-09-19,51809.0,16959.0,32.72999954,54.13970639753221
N,2013-09-19,15041.0,8993.0,59.79000092,54.13970639753221
SE/CO,2013-09-19,200625.0,101536.0,50.61000061,54.13970639753221
S,2013-09-19,19996.0,16452.0,82.27999878,54.13970639753221
NE,2013-09-20,51809.0,16899.0,32.61999893,54.13970639753221
N,2013-09-20,15041.0,8871.0,58.97999954,54.13970639753221
SE/CO,2013-09-20,200625.0,101118.0,50.40000153,54.13970639753221
S,2013-09-20,19996.0,16448.0,82.26000214,54.13970639753221
NE,2013-09-21,51809.0,16813.0,32.45000076,54.13970639753221
N,2013-09-21,15041.0,8797.0,58.49000168,54.13970639753221
SE/CO,2013-09-21,200625.0,100847.0,50.27000046,54.13970639753221
S,2013-09-21,19996.0,16902.0,84.52999878,54.13970639753221
NE,2013-09-22,51809.0,16817.0,32.45999908,54.13970639753221
N,2013-09-22,15041.0,8721.0,57.97999954,54.13970639753221
SE/CO,2013-09-22,200625.0,100639.0,50.15999985,54.13970639753221
S,2013-09-22,19996.0,17516.0,87.59999847,54.13970639753221
NE,2013-09-23,51809.0,16724.0,32.27999878,54.13970639753221
N,2013-09-23,15041.0,8609.0,57.24000168,54.13970639753221
SE/CO,2013-09-23,200625.0,100082.0,49.88999939,54.13970639753221
S,2013-09-23,19996.0,18151.0,90.76999664,54.13970639753221
NE,2013-09-24,51809.0,16582.0,32.00999832,54.13970639753221
N,2013-09-24,15041.0,8498.0,56.5,54.13970639753221
SE/CO,2013-09-24,200625.0,99704.0,49.70000076,54.13970639753221
S,2013-09-24,19996.0,18496.0,92.5,54.13970639753221
NE,2013-09-25,51809.0,16470.0,31.79000092,54.13970639753221
N,2013-09-25,15041.0,8405.0,55.88000107,54.13970639753221
SE/CO,2013-09-25,200625.0,99437.0,49.56000137,54.13970639753221
S,2013-09-25,19996.0,18788.0,93.95999908,54.13970639753221
NE,2013-09-26,51809.0,16221.0,31.30999947,54.13970639753221
N,2013-09-26,15041.0,8315.0,55.27999878,54.13970639753221
SE/CO,2013-09-26,200625.0,99085.0,49.38999939,54.13970639753221
S,2013-09-26,19996.0,18952.0,94.77999878,54.13970639753221
NE,2013-09-27,51809.0,15971.0,30.82999992,54.13970639753221
N,2013-09-27,15041.0,8220.0,54.65000153,54.13970639753221
SE/CO,2013-09-27,200625.0,98620.0,49.15999985,54.13970639753221
S,2013-09-27,19996.0,19040.0,95.22000122,54.13970639753221
NE,2013-09-28,51809.0,15984.0,30.85000038,54.13970639753221
N,2013-09-28,15041.0,8134.0,54.08000183,54.13970639753221
SE/CO,2013-09-28,200625.0,98377.0,49.04000092,54.13970639753221
S,2013-09-28,19996.0,19117.0,95.61000061,54.13970639753221
NE,2013-09-29,51809.0,15786.0,30.46999931,54.13970639753221
N,2013-09-29,15041.0,8065.0,53.61999893,54.13970639753221
SE/CO,2013-09-29,200625.0,98183.0,48.93999863,54.13970639753221
S,2013-09-29,19996.0,19133.0,95.69000244,54.13970639753221
NE,2013-09-30,51809.0,15780.0,30.45999908,54.13970639753221
N,2013-09-30,15041.0,7961.0,52.93000031,54.13970639753221
SE/CO,2013-09-30,200625.0,97676.0,48.68999863,54.13970639753221
S,2013-09-30,19996.0,19130.0,95.66999817,54.13970639753221
NE,2013-10-01,51809.0,15677.0,30.26000023,54.13970639753221
N,2013-10-01,15041.0,7852.0,52.20000076,54.13970639753221
SE/CO,2013-10-01,200625.0,97267.0,48.47999954,54.13970639753221
S,2013-10-01,19996.0,19171.0,95.87999725,54.13970639753221
NE,2013-10-02,51809.0,15590.0,30.09000015,54.13970639753221
N,2013-10-02,15041.0,7740.0,51.45999908,54.13970639753221
SE/CO,2013-10-02,200625.0,96990.0,48.34000015,54.13970639753221
S,2013-10-02,19996.0,19182.0,95.93000031,54.13970639753221
NE,2013-10-03,51809.0,15518.0,29.95000076,54.13970639753221
N,2013-10-03,15041.0,7628.0,50.72000122,54.13970639753221
SE/CO,2013-10-03,200625.0,96878.0,48.29000092,54.13970639753221
S,2013-10-03,19996.0,19174.0,95.88999939,54.13970639753221
NE,2013-10-04,51809.0,15414.0,29.75,54.13970639753221
N,2013-10-04,15041.0,7521.0,50.0,54.13970639753221
SE/CO,2013-10-04,200625.0,96947.0,48.31999969,54.13970639753221
S,2013-10-04,19996.0,19198.0,96.01000214,54.13970639753221
NE,2013-10-05,51809.0,15373.0,29.67000008,54.13970639753221
N,2013-10-05,15041.0,7450.0,49.52999878,54.13970639753221
SE/CO,2013-10-05,200625.0,97199.0,48.45000076,54.13970639753221
S,2013-10-05,19996.0,19242.0,96.23000336,54.13970639753221
NE,2013-10-06,51809.0,15115.0,29.17000008,54.13970639753221
N,2013-10-06,15041.0,7378.0,49.04999924,54.13970639753221
SE/CO,2013-10-06,200625.0,97356.0,48.52999878,54.13970639753221
S,2013-10-06,19996.0,19254.0,96.29000092,54.13970639753221
NE,2013-10-07,51809.0,14953.0,28.86000061,54.13970639753221
N,2013-10-07,15041.0,7272.0,48.34999847,54.13970639753221
SE/CO,2013-10-07,200625.0,97154.0,48.43000031,54.13970639753221
S,2013-10-07,19996.0,19263.0,96.33999634,54.13970639753221
NE,2013-10-08,51809.0,14797.0,28.55999947,54.13970639753221
N,2013-10-08,15041.0,7170.0,47.66999817,54.13970639753221
SE/CO,2013-10-08,200625.0,96976.0,48.34000015,54.13970639753221
S,2013-10-08,19996.0,19272.0,96.37999725,54.13970639753221
NE,2013-10-09,51809.0,14612.0,28.20000076,54.13970639753221
N,2013-10-09,15041.0,7081.0,47.08000183,54.13970639753221
SE/CO,2013-10-09,200625.0,96858.0,48.27999878,54.13970639753221
S,2013-10-09,19996.0,19277.0,96.41000366,54.13970639753221
NE,2013-10-10,51809.0,14639.0,28.26000023,54.13970639753221
N,2013-10-10,15041.0,6989.0,46.47000122,54.13970639753221
SE/CO,2013-10-10,200625.0,96642.0,48.16999817,54.13970639753221
S,2013-10-10,19996.0,19258.0,96.30999756,54.13970639753221
NE,2013-10-11,51809.0,14381.0,27.76000023,54.13970639753221
N,2013-10-11,15041.0,6909.0,45.93000031,54.13970639753221
SE/CO,2013-10-11,200625.0,96473.0,48.09000015,54.13970639753221
S,2013-10-11,19996.0,19210.0,96.06999969,54.13970639753221
NE,2013-10-12,51809.0,14391.0,27.78000069,54.13970639753221
N,2013-10-12,15041.0,6815.0,45.31000137,54.13970639753221
SE/CO,2013-10-12,200625.0,96523.0,48.11000061,54.13970639753221
S,2013-10-12,19996.0,19223.0,96.13999939,54.13970639753221
NE,2013-10-13,51809.0,14354.0,27.70999908,54.13970639753221
N,2013-10-13,15041.0,6728.0,44.72999954,54.13970639753221
SE/CO,2013-10-13,200625.0,96390.0,48.04000092,54.13970639753221
S,2013-10-13,19996.0,19245.0,96.25,54.13970639753221
NE,2013-10-14,51809.0,14231.0,27.46999931,54.13970639753221
N,2013-10-14,15041.0,6613.0,43.97000122,54.13970639753221
SE/CO,2013-10-14,200625.0,95826.0,47.75999832,54.13970639753221
S,2013-10-14,19996.0,19141.0,95.73000336,54.13970639753221
NE,2013-10-15,51809.0,14211.0,27.43000031,54.13970639753221
N,2013-10-15,15041.0,6510.0,43.27999878,54.13970639753221
SE/CO,2013-10-15,200625.0,95336.0,47.52000046,54.13970639753221
S,2013-10-15,20100.0,19128.0,95.16999817,54.13970639753221
NE,2013-10-16,51809.0,14040.0,27.10000038,54.13970639753221
N,2013-10-16,15041.0,6406.0,42.59000015,54.13970639753221
SE/CO,2013-10-16,200625.0,94998.0,47.34999847,54.13970639753221
S,2013-10-16,20100.0,19034.0,94.69999695,54.13970639753221
NE,2013-10-17,51809.0,14045.0,27.11000061,54.13970639753221
N,2013-10-17,15041.0,6309.0,41.95000076,54.13970639753221
SE/CO,2013-10-17,200625.0,94674.0,47.18999863,54.13970639753221
S,2013-10-17,20100.0,18941.0,94.23999786,54.13970639753221
NE,2013-10-18,51809.0,14029.0,27.07999992,54.13970639753221
N,2013-10-18,15041.0,6217.0,41.33000183,54.13970639753221
SE/CO,2013-10-18,200625.0,94546.0,47.13000107,54.13970639753221
S,2013-10-18,20100.0,18821.0,93.63999939,54.13970639753221
