id_subsistema,ena_data,ena_bruta_regiao_mwmed,ena_armazenavel_regiao_mwmed,month,ena_bruta_regiao_percentualmlt,ena_armazenavel_regiao_percentualmlt,max,min
NE,2002-06-25,2392.0,2392.0,6,52.67887654864794,52.67887654864794,5872.0,1142.0
S,2002-06-25,4845.0,4658.0,6,45.08088491340375,43.34092093428992,86961.0,984.0
SE/CO,2002-06-25,17262.0,17212.0,6,53.24486622335401,53.090640565193446,52546.0,15279.0
N,2002-06-26,2200.0,2189.0,6,20.60968629670117,20.506637865217666,18776.65234375,1811.0
NE,2002-06-26,2368.0,2368.0,6,52.15032594782539,52.15032594782539,5872.0,1142.0
S,2002-06-26,4436.0,4255.0,6,41.275295247855325,39.59115898999648,86961.0,984.0
SE/CO,2002-06-26,17140.0,17133.0,6,52.868555617442226,52.84696402529975,52546.0,15279.0
N,2002-06-27,2187.0,2180.0,6,20.48790178676612,20.422325512185704,18776.65234375,1811.0
NE,2002-06-27,2350.0,2350.0,6,51.753912997208474,51.753912997208474,5872.0,1142.0
S,2002-06-27,4093.0,3917.0,6,38.083810516111775,36.44619735929876,86961.0,984.0
SE/CO,2002-06-27,16988.0,16986.0,6,52.399709616634105,52.39354059030769,52546.0,15279.0
N,2002-06-28,2229.0,2229.0,6,20.881359434248594,20.881359434248594,18776.65234375,1811.0
NE,2002-06-28,2266.0,2266.0,6,49.90398589432953,49.90398589432953,5872.0,1142.0
S,2002-06-28,3838.0,3661.0,6,35.711132362774734,34.06421458575256,86961.0,984.0
SE/CO,2002-06-28,16902.0,16875.0,6,52.13444148459793,52.051159629191226,52546.0,15279.0
N,2002-06-29,2194.0,2194.0,6,20.55347806134653,20.55347806134653,18776.65234375,1811.0
NE,2002-06-29,2177.0,2177.0,6,47.94394408294589,47.94394408294589,5872.0,1142.0
S,2002-06-29,3763.0,3593.0,6,35.013285847087374,33.43150041152934,86961.0,984.0
SE/CO,2002-06-29,16843.0,16841.0,6,51.95245520796846,51.94628618164204,52546.0,15279.0
N,2002-06-30,2042.0,2042.0,6,19.129536099028996,19.129536099028996,18776.65234375,1811.0
NE,2002-06-30,2209.0,2209.0,6,48.648678217375966,48.648678217375966,5872.0,1142.0
S,2002-06-30,3864.0,3714.0,6,35.953052488213025,34.55735945683829,86961.0,984.0
SE/CO,2002-06-30,16843.0,16841.0,6,51.95245520796846,51.94628618164204,52546.0,15279.0
N,2002-07-01,2009.0,2009.0,7,38.29609642260877,38.29609642260877,7787.74707031,1199.0
NE,2002-07-01,2200.0,2200.0,7,58.722688532477804,58.722688532477804,4116.0,1124.0
S,2002-07-01,5242.0,5035.0,7,48.237889601383706,46.333035891447345,62457.0,1124.0
SE/CO,2002-07-01,16633.0,16615.0,7,65.27895129712834,65.20830732891164,48928.0,12895.22753906
N,2002-07-02,1923.0,1923.0,7,36.656741374154635,36.656741374154635,7787.74707031,1199.0
NE,2002-07-02,2321.0,2321.0,7,61.95243640176408,61.95243640176408,4116.0,1124.0
S,2002-07-02,7330.0,5990.0,7,67.45206615378531,55.12112909429386,62457.0,1124.0
SE/CO,2002-07-02,16502.0,16451.0,7,64.76482019510684,64.56466228515953,48928.0,12895.22753906
N,2002-07-03,1851.0,1851.0,7,35.28425807777443,35.28425807777443,7787.74707031,1199.0
NE,2002-07-03,2389.0,2389.0,7,63.76750132004067,63.76750132004067,4116.0,1124.0
S,2002-07-03,7877.0,5430.0,7,72.48566508777175,49.967901666446686,62457.0,1124.0
SE/CO,2002-07-03,16325.0,16245.0,7,64.07015450764266,63.75618131556845,48928.0,12895.22753906
N,2002-07-04,1782.0,1782.0,7,33.968961585410064,33.968961585410064,7787.74707031,1199.0
NE,2002-07-04,2465.0,2465.0,7,65.79610328752626,65.79610328752626,4116.0,1124.0
S,2002-07-04,7210.0,5712.0,7,66.34780313353234,52.562919764041155,62457.0,1124.0
SE/CO,2002-07-04,16185.0,16168.0,7,63.52070142151279,63.453982118197025,48928.0,12895.22753906
N,2002-07-05,1816.0,1816.0,7,34.617078697589605,34.617078697589605,7787.74707031,1199.0
NE,2002-07-05,2567.0,2567.0,7,68.51870066494115,68.51870066494115,4116.0,1124.0
S,2002-07-05,5734.0,4549.0,7,52.76536798442087,41.86077065942283,62457.0,1124.0
SE/CO,2002-07-05,15578.0,15575.0,7,61.138429826649755,61.12665583194697,48928.0,12895.22753906
N,2002-07-06,1728.0,1728.0,7,32.93959911312491,32.93959911312491,7787.74707031,1199.0
NE,2002-07-06,2590.0,2590.0,7,69.13261968141705,69.13261968141705,4116.0,1124.0
S,2002-07-06,5032.0,4082.0,7,46.30542931594102,37.56334707227171,62457.0,1124.0
SE/CO,2002-07-06,15356.0,15354.0,7,60.26715421864383,60.259304888841974,48928.0,12895.22753906
N,2002-07-07,1759.0,1759.0,7,33.53052942128861,33.53052942128861,7787.74707031,1199.0
NE,2002-07-07,2585.0,2585.0,7,68.99915902566141,68.99915902566141,4116.0,1124.0
S,2002-07-07,4933.0,3959.0,7,45.39441232423232,36.43147747651242,62457.0,1124.0
SE/CO,2002-07-07,15306.0,15303.0,7,60.07092097359745,60.05914697889467,48928.0,12895.22753906
N,2002-07-08,1719.0,1719.0,7,32.76803870107739,32.76803870107739,7787.74707031,1199.0
NE,2002-07-08,2527.0,2527.0,7,67.45101541889609,67.45101541889609,4116.0,1124.0
S,2002-07-08,4960.0,4298.0,7,45.64287150378924,39.55102050872705,62457.0,1124.0
SE/CO,2002-07-08,15419.0,15417.0,7,60.51440810740227,60.50655877760041,48928.0,12895.22753906
N,2002-07-09,1776.0,1776.0,7,33.85458797737839,33.85458797737839,7787.74707031,1199.0
NE,2002-07-09,2498.0,2498.0,7,66.67694361551344,66.67694361551344,4116.0,1124.0
S,2002-07-09,4966.0,4691.0,7,45.69808465480189,43.16748190005551,62457.0,1124.0
SE/CO,2002-07-09,15397.0,15395.0,7,60.42806547958186,60.42021614978001,48928.0,12895.22753906
N,2002-07-10,1707.0,1707.0,7,32.53929148501402,32.53929148501402,7787.74707031,1199.0
NE,2002-07-10,2472.0,2472.0,7,65.98294820558415,65.98294820558415,4116.0,1124.0
S,2002-07-10,4700.0,4435.0,7,43.25030162657448,40.81172079018252,62457.0,1124.0
SE/CO,2002-07-10,15647.0,15644.0,7,61.409231704813756,61.39745771011097,48928.0,12895.22753906
N,2002-07-11,1755.0,1755.0,7,33.45428034926749,33.45428034926749,7787.74707031,1199.0
NE,2002-07-11,2470.0,2470.0,7,65.92956394328189,65.92956394328189,4116.0,1124.0
S,2002-07-11,4398.0,4141.0,7,40.47123969227118,38.10627639056275,62457.0,1124.0
SE/CO,2002-07-11,15723.0,15718.0,7,61.70750623728425,61.687882912779614,48928.0,12895.22753906
N,2002-07-12,1702.0,1702.0,7,32.44398014498762,32.44398014498762,7787.74707031,1199.0
NE,2002-07-12,2470.0,2470.0,7,65.92956394328189,65.92956394328189,4116.0,1124.0
S,2002-07-12,4222.0,3967.0,7,38.8516539292335,36.50509501119595,62457.0,1124.0
SE/CO,2002-07-12,16221.0,16219.0,7,63.66198935794618,63.654140028144326,48928.0,12895.22753906
N,2002-07-13,1707.0,1707.0,7,32.53929148501402,32.53929148501402,7787.74707031,1199.0
NE,2002-07-13,2475.0,2475.0,7,66.06302459903753,66.06302459903753,4116.0,1124.0
S,2002-07-13,4075.0,3838.0,7,37.49893172942362,35.31801226442401,62457.0,1124.0
SE/CO,2002-07-13,16330.0,16328.0,7,64.08977783214729,64.08192850234543,48928.0,12895.22753906
N,2002-07-14,1693.0,1693.0,7,32.272419732940094,32.272419732940094,7787.74707031,1199.0
NE,2002-07-14,2480.0,2480.0,7,66.19648525479316,66.19648525479316,4116.0,1124.0
S,2002-07-14,3901.0,3688.0,7,35.89775035005682,33.937683489107805,62457.0,1124.0
SE/CO,2002-07-14,16561.0,16537.0,7,64.99637542426156,64.9021834666393,48928.0,12895.22753906
N,2002-07-15,1690.0,1690.0,7,32.21523292892425,32.21523292892425,7787.74707031,1199.0
NE,2002-07-15,2484.0,2484.0,7,66.30325377939766,66.30325377939766,4116.0,1124.0
S,2002-07-15,3660.0,3421.0,7,33.680022117715446,31.480698269044957,62457.0,1124.0
SE/CO,2002-07-15,16519.0,16494.0,7,64.8315394984226,64.73342287589941,48928.0,12895.22753906
N,2002-07-16,1624.0,1624.0,7,30.95712324057573,30.95712324057573,7787.74707031,1199.0
NE,2002-07-16,2491.0,2491.0,7,66.49009869745555,66.49009869745555,4116.0,1124.0
S,2002-07-16,3509.0,3282.0,7,32.2904911505638,30.201593603918607,62457.0,1124.0
SE/CO,2002-07-16,16641.0,16577.0,7,65.31034861633576,65.0591700626764,48928.0,12895.22753906
N,2002-07-17,1569.0,1569.0,7,29.908698500285293,29.908698500285293,7787.74707031,1199.0
NE,2002-07-17,2466.0,2466.0,7,65.82279541867739,65.82279541867739,4116.0,1124.0
S,2002-07-17,3406.0,3208.0,7,31.34266539151334,29.520631408095944,62457.0,1124.0
SE/CO,2002-07-17,16595.0,16532.0,7,65.1298140308931,64.88256014213466,48928.0,12895.22753906
N,2002-07-18,1565.0,1565.0,7,29.832449428264173,29.832449428264173,7787.74707031,1199.0
NE,2002-07-18,2469.0,2469.0,7,65.90287181213077,65.90287181213077,4116.0,1124.0
S,2002-07-18,3288.0,3219.0,7,30.256806754931254,29.6218555182858,62457.0,1124.0
SE/CO,2002-07-18,16612.0,16537.0,7,65.19653333420887,64.9021834666393,48928.0,12895.22753906
N,2002-07-19,1494.0,1494.0,7,28.47902839988925,28.47902839988925,7787.74707031,1199.0
NE,2002-07-19,2469.0,2469.0,7,65.90287181213077,65.90287181213077,4116.0,1124.0
S,2002-07-19,3206.0,3143.0,7,29.50222702442506,28.922488938792256,62457.0,1124.0
SE/CO,2002-07-19,16283.0,16216.0,7,63.90531858180369,63.64236603344155,48928.0,12895.22753906
N,2002-07-20,1491.0,1491.0,7,28.421841595873406,28.421841595873406,7787.74707031,1199.0
NE,2002-07-20,2471.0,2471.0,7,65.95625607443303,65.95625607443303,4116.0,1124.0
S,2002-07-20,3169.0,3109.0,7,29.16174592651373,28.60961441638725,62457.0,1124.0
SE/CO,2002-07-20,16071.0,16029.0,7,63.073289622807046,62.90845369696809,48928.0,12895.22753906
N,2002-07-21,1507.0,1507.0,7,28.726837883957895,28.726837883957895,7787.74707031,1199.0
NE,2002-07-21,2448.0,2448.0,7,65.34233705795712,65.34233705795712,4116.0,1124.0
S,2002-07-21,3337.0,3309.0,7,30.707714154867883,30.450052783475524,62457.0,1124.0
SE/CO,2002-07-21,16152.0,16110.0,7,63.39118747978218,63.226351553943225,48928.0,12895.22753906
N,2002-07-22,1500.0,1500.0,7,28.593402007920933,28.593402007920933,7787.74707031,1199.0
NE,2002-07-22,2452.0,2452.0,7,65.44910558256163,65.44910558256163,4116.0,1124.0
S,2002-07-22,3662.0,3597.0,7,33.69842650138633,33.10028403208264,62457.0,1124.0
SE/CO,2002-07-22,16664.0,16623.0,7,65.4006159090571,65.23970464811907,48928.0,12895.22753906
N,2002-07-23,1443.0,1443.0,7,27.506852731619936,27.506852731619936,7787.74707031,1199.0
NE,2002-07-23,2451.0,2451.0,7,65.42241345141049,65.42241345141049,4116.0,1124.0
S,2002-07-23,3858.0,3768.0,7,35.502056101132844,34.673858835943115,62457.0,1124.0
SE/CO,2002-07-23,17192.0,17151.0,7,67.47283897674686,67.31192771580882,48928.0,12895.22753906
N,2002-07-24,1382.0,1382.0,7,26.34405438329782,26.34405438329782,7787.74707031,1199.0
NE,2002-07-24,2444.0,2444.0,7,65.23556853335262,65.23556853335262,4116.0,1124.0
S,2002-07-24,3739.0,3616.0,7,34.406995272715314,33.27512567695603,62457.0,1124.0
SE/CO,2002-07-24,17284.0,17243.0,7,67.8339081476322,67.67299688669416,48928.0,12895.22753906
N,2002-07-25,1406.0,1406.0,7,26.801548815424553,26.801548815424553,7787.74707031,1199.0
NE,2002-07-25,2437.0,2437.0,7,65.04872361529473,65.04872361529473,4116.0,1124.0
S,2002-07-25,3774.0,3489.0,7,34.729071986955766,32.10644731385497,62457.0,1124.0
SE/CO,2002-07-25,17551.0,17512.0,7,68.88179367617985,68.72873174504369,48928.0,12895.22753906
N,2002-07-26,1411.0,1411.0,7,26.896860155450955,26.896860155450955,7787.74707031,1199.0
NE,2002-07-26,2440.0,2440.0,7,65.12880000874812,65.12880000874812,4116.0,1124.0
S,2002-07-26,4176.0,3845.0,7,38.4283531048032,35.382427607272106,62457.0,1124.0
SE/CO,2002-07-26,17368.0,17328.0,7,68.16357999931012,68.006593403273,48928.0,12895.22753906
N,2002-07-27,1427.0,1427.0,7,27.201856443535448,27.201856443535448,7787.74707031,1199.0
NE,2002-07-27,2440.0,2440.0,7,65.12880000874812,65.12880000874812,4116.0,1124.0
S,2002-07-27,5002.0,3771.0,7,46.029363560877776,34.70146541144944,62457.0,1124.0
SE/CO,2002-07-27,17416.0,17375.0,7,68.35196391455463,68.19105265361661,48928.0,12895.22753906
N,2002-07-28,1439.0,1439.0,7,27.430603659598813,27.430603659598813,7787.74707031,1199.0
NE,2002-07-28,2439.0,2439.0,7,65.10210787759698,65.10210787759698,4116.0,1124.0
S,2002-07-28,4840.0,3721.0,7,44.53860848353627,34.24135581967737,62457.0,1124.0
SE/CO,2002-07-28,17365.0,17330.0,7,68.15180600460732,68.01444273307486,48928.0,12895.22753906
N,2002-07-29,1517.0,1517.0,7,28.917460564010703,28.917460564010703,7787.74707031,1199.0
NE,2002-07-29,2439.0,2439.0,7,65.10210787759698,65.10210787759698,4116.0,1124.0
S,2002-07-29,4318.0,3588.0,7,39.73506434543587,33.01746430556367,62457.0,1124.0
SE/CO,2002-07-29,17036.0,16996.0,7,66.86059125220216,66.70360465616506,48928.0,12895.22753906
N,2002-07-30,1527.0,1527.0,7,29.108083244063508,29.108083244063508,7787.74707031,1199.0
NE,2002-07-30,2434.0,2434.0,7,64.96864722184135,64.96864722184135,4116.0,1124.0
S,2002-07-30,4182.0,3453.0,7,38.483566255815845,31.775168407779084,62457.0,1124.0
SE/CO,2002-07-30,16739.0,16699.0,7,65.69496577662667,65.53797918058956,48928.0,12895.22753906
N,2002-07-31,1501.0,1501.0,7,28.61246427592621,28.61246427592621,7787.74707031,1199.0
NE,2002-07-31,2420.0,2420.0,7,64.59495738572558,64.59495738572558,4116.0,1124.0
S,2002-07-31,5175.0,4372.0,7,47.621342748409134,40.23198270454971,62457.0,1124.0
SE/CO,2002-07-31,16792.0,16752.0,7,65.90297301637582,65.74598642033872,48928.0,12895.22753906
N,2002-08-01,1464.0,1464.0,8,46.0433920214788,46.0433920214788,4161.96582031,799.0
NE,2002-08-01,2406.0,2406.0,8,73.6688498315093,73.6688498315093,3632.0,1100.0
S,2002-08-01,7202.0,6500.0,8,71.78419894082977,64.78718315959365,55968.0,1395.0
SE/CO,2002-08-01,16680.0,16643.0,8,81.47588092749916,81.29514905733625,31891.0,10795.34375
N,2002-08-02,1402.0,1402.0,8,44.093466949530935,44.093466949530935,4161.96582031,799.0
NE,2002-08-02,2390.0,2390.0,8,73.17894891824906,73.17894891824906,3632.0,1100.0
S,2002-08-02,8752.0,8178.0,8,87.23345030965594,81.51224367371644,55968.0,1395.0
SE/CO,2002-08-02,17667.0,17618.0,8,86.29702568022348,86.0576780683861,31891.0,10795.34375
N,2002-08-03,1325.0,1325.0,8,41.67178581178922,41.67178581178922,4161.96582031,799.0
NE,2002-08-03,2327.0,2327.0,8,71.24996407228684,71.24996407228684,3632.0,1100.0
S,2002-08-03,9497.0,9197.0,8,94.65905822564014,91.6688805413512,55968.0,1395.0
SE/CO,2002-08-03,18360.0,18286.0,8,89.68208476192353,89.3206210215977,31891.0,10795.34375
N,2002-08-04,1254.0,1254.0,8,39.43880710036504,39.43880710036504,4161.96582031,799.0
NE,2002-08-04,2264.0,2264.0,8,69.32097922632464,69.32097922632464,3632.0,1100.0
S,2002-08-04,9756.0,9437.0,8,97.24057829307625,94.06102268878234,55968.0,1395.0
SE/CO,2002-08-04,18854.0,18767.0,8,92.09509946085547,91.67013533371563,31891.0,10795.34375
N,2002-08-05,1185.0,1185.0,8,37.26872919771338,37.26872919771338,4161.96582031,799.0
NE,2002-08-05,2201.0,2201.0,8,67.39199438036242,67.39199438036242,3632.0,1100.0
S,2002-08-05,9677.0,9407.0,8,96.4531648362135,93.76200492035345,55968.0,1395.0
SE/CO,2002-08-05,19272.0,18926.0,8,94.13688112918248,92.44679391090222,31891.0,10795.34375
N,2002-08-06,1218.0,1218.0,8,38.306592542459825,38.306592542459825,4161.96582031,799.0
NE,2002-08-06,2142.0,2142.0,8,65.58548476271527,65.58548476271527,3632.0,1100.0
S,2002-08-06,9747.0,9482.0,8,97.15087296254758,94.50954934142568,55968.0,1395.0
SE/CO,2002-08-06,19395.0,19179.0,8,94.73769248134569,93.68260913120541,31891.0,10795.34375
N,2002-08-07,1204.0,1204.0,8,37.86628688105224,37.86628688105224,4161.96582031,799.0
NE,2002-08-07,2057.0,2057.0,8,62.98288616102022,62.98288616102022,3632.0,1100.0
S,2002-08-07,9991.0,9763.0,8,99.58288414576926,97.31034910570966,55968.0,1395.0
SE/CO,2002-08-07,19315.0,19092.0,8,94.34692087018263,93.25764500406558,31891.0,10795.34375
N,2002-08-08,1229.0,1229.0,8,38.65254699070864,38.65254699070864,4161.96582031,799.0
NE,2002-08-08,2049.0,2049.0,8,62.7379357043901,62.7379357043901,3632.0,1100.0
S,2002-08-08,9773.0,9537.0,8,97.41002169518596,95.05774858354533,55968.0,1395.0
SE/CO,2002-08-08,18867.0,18649.0,8,92.15859984766946,91.0937472072501,31891.0,10795.34375
N,2002-08-09,1200.0,1200.0,8,37.74048526350722,37.74048526350722,4161.96582031,799.0
NE,2002-08-09,2034.0,2034.0,8,62.278653598208614,62.278653598208614,3632.0,1100.0
S,2002-08-09,9408.0,9013.0,8,93.77197217930109,89.83490489498732,55968.0,1395.0
SE/CO,2002-08-09,17903.0,17726.0,8,87.44980193315452,86.58521974345624,31891.0,10795.34375
N,2002-08-10,1171.0,1171.0,8,36.82842353630579,36.82842353630579,4161.96582031,799.0
NE,2002-08-10,1999.0,1999.0,8,61.206995350451834,61.206995350451834,3632.0,1100.0
S,2002-08-10,9029.0,8639.0,8,89.9943810381494,86.10715004857377,55968.0,1395.0
SE/CO,2002-08-10,17318.0,17125.0,8,84.59228452652461,83.6495480145937,31891.0,10795.34375
N,2002-08-11,1147.0,1147.0,8,36.07361383103565,36.07361383103565,4161.96582031,799.0
NE,2002-08-11,1976.0,1976.0,8,60.50276278764023,60.50276278764023,3632.0,1100.0
S,2002-08-11,8266.0,7969.0,8,82.38936246110786,79.42908655366182,55968.0,1395.0
SE/CO,2002-08-11,16594.0,16366.0,8,81.05580144549886,79.94210235368412,31891.0,10795.34375
N,2002-08-12,1158.0,1158.0,8,36.41956827928446,36.41956827928446,4161.96582031,799.0
NE,2002-08-12,1960.0,1960.0,8,60.012861874379986,60.012861874379986,3632.0,1100.0
S,2002-08-12,7527.0,7267.0,8,75.02355809880945,72.4320707724257,55968.0,1395.0
SE/CO,2002-08-12,16131.0,15954.0,8,78.79421074589263,77.92962855619434,31891.0,10795.34375
N,2002-08-13,1151.0,1151.0,8,36.19941544858067,36.19941544858067,4161.96582031,799.0
NE,2002-08-13,1960.0,1960.0,8,60.012861874379986,60.012861874379986,3632.0,1100.0
S,2002-08-13,6982.0,6739.0,8,69.5914019723512,67.16935804807717,55968.0,1395.0
SE/CO,2002-08-13,15907.0,15739.0,8,77.70005023463604,76.8794298511936,31891.0,10795.34375
N,2002-08-14,1133.0,1133.0,8,35.633308169628066,35.633308169628066,4161.96582031,799.0
NE,2002-08-14,1938.0,1938.0,8,59.33924811864715,59.33924811864715,3632.0,1100.0
S,2002-08-14,6480.0,6220.0,8,64.58783798064105,61.996350654257306,55968.0,1395.0
SE/CO,2002-08-14,15600.0,15557.0,8,76.20046417679778,75.99042443579762,31891.0,10795.34375
N,2002-08-15,1194.0,1194.0,8,37.551782837189684,37.551782837189684,4161.96582031,799.0
NE,2002-08-15,1944.0,1944.0,8,59.52296096111974,59.52296096111974,3632.0,1100.0
S,2002-08-15,6106.0,5866.0,8,60.86008313422751,58.46794098679636,55968.0,1395.0
SE/CO,2002-08-15,15074.0,15032.0,8,73.63114083340062,73.42598573754,31891.0,10795.34375
N,2002-08-16,1158.0,1158.0,8,36.41956827928446,36.41956827928446,4161.96582031,799.0
NE,2002-08-16,1911.0,1911.0,8,58.51254032752048,58.51254032752048,3632.0,1100.0
S,2002-08-16,5783.0,5526.0,8,57.64065849414309,55.07907294460223,55968.0,1395.0
SE/CO,2002-08-16,14394.0,14349.0,8,70.30958213851456,70.08977310723533,31891.0,10795.34375
N,2002-08-17,1216.0,1216.0,8,38.243691733687314,38.243691733687314,4161.96582031,799.0
NE,2002-08-17,1900.0,1900.0,8,58.17573344965407,58.17573344965407,3632.0,1100.0
S,2002-08-17,5451.0,5234.0,8,54.33152852353,52.168633331894334,55968.0,1395.0
SE/CO,2002-08-17,13810.0,13769.0,8,67.45694937702419,67.25667892630311,31891.0,10795.34375
N,2002-08-18,1166.0,1166.0,8,36.671171514374514,36.671171514374514,4161.96582031,799.0
NE,2002-08-18,1892.0,1892.0,8,57.930782993023946,57.930782993023946,3632.0,1100.0
S,2002-08-18,5019.0,4838.0,8,50.02567265815393,48.22159878863293,55968.0,1395.0
SE/CO,2002-08-18,13432.0,13311.0,8,65.61055351427869,65.01951145239457,31891.0,10795.34375
N,2002-08-19,1129.0,1129.0,8,35.50750655208304,35.50750655208304,4161.96582031,799.0
NE,2002-08-19,1853.0,1853.0,8,56.7366495169521,56.7366495169521,3632.0,1100.0
S,2002-08-19,4662.0,4481.0,8,46.46736121385009,44.6632873443291,55968.0,1395.0
SE/CO,2002-08-19,13041.0,12995.0,8,63.70065726471922,63.47596358830045,31891.0,10795.34375
N,2002-08-20,1072.0,1072.0,8,33.71483350206645,33.71483350206645,4161.96582031,799.0
NE,2002-08-20,1824.0,1824.0,8,55.84870411166791,55.84870411166791,3632.0,1100.0
S,2002-08-20,4893.0,4743.0,8,48.769798030752575,47.27470918860811,55968.0,1395.0
SE/CO,2002-08-20,12680.0,12630.0,8,61.937300369345884,61.69306811236897,31891.0,10795.34375
N,2002-08-21,1117.0,1117.0,8,35.13010169944797,35.13010169944797,4161.96582031,799.0
NE,2002-08-21,1789.0,1789.0,8,54.77704586391112,54.77704586391112,3632.0,1100.0
S,2002-08-21,6366.0,6118.0,8,63.45157046061126,60.979690241599066,55968.0,1395.0
SE/CO,2002-08-21,12601.0,12547.0,8,61.55141340332236,61.28764256578729,31891.0,10795.34375
N,2002-08-22,1033.0,1033.0,8,32.488267731002466,32.488267731002466,4161.96582031,799.0
NE,2002-08-22,1772.0,1772.0,8,54.25652614357211,54.25652614357211,3632.0,1100.0
S,2002-08-22,8921.0,8593.0,8,88.91791707180538,85.64865613698281,55968.0,1395.0
SE/CO,2002-08-22,12457.0,12401.0,8,60.848024503228835,60.57448437541469,31891.0,10795.34375
N,2002-08-23,1095.0,1095.0,8,34.43819280295033,34.43819280295033,4161.96582031,799.0
NE,2002-08-23,1766.0,1766.0,8,54.072813301099515,54.072813301099515,3632.0,1100.0
S,2002-08-23,11616.0,11036.0,8,115.77967993566766,109.99866974604238,55968.0,1395.0
SE/CO,2002-08-23,12243.0,12170.0,8,59.80271044336764,59.44613134818134,31891.0,10795.34375
N,2002-08-24,1060.0,1060.0,8,33.337428649431374,33.337428649431374,4161.96582031,799.0
NE,2002-08-24,1776.0,1776.0,8,54.37900137188717,54.37900137188717,3632.0,1100.0
S,2002-08-24,12212.0,10793.0,8,121.72016626845502,107.57662582176835,55968.0,1395.0
SE/CO,2002-08-24,12242.0,12168.0,8,59.7978257982281,59.436362057902265,31891.0,10795.34375
N,2002-08-25,1006.0,1006.0,8,31.63910681257355,31.63910681257355,4161.96582031,799.0
NE,2002-08-25,1736.0,1736.0,8,53.154249088736556,53.154249088736556,3632.0,1100.0
S,2002-08-25,9618.0,6911.0,8,95.86509655830334,68.88372658706949,55968.0,1395.0
SE/CO,2002-08-25,12371.0,12318.0,8,60.427945021228545,60.16905882883301,31891.0,10795.34375
N,2002-08-26,929.0,929.0,8,29.217425674831837,29.217425674831837,4161.96582031,799.0
NE,2002-08-26,1687.0,1687.0,8,51.65392754187706,51.65392754187706,3632.0,1100.0
S,2002-08-26,7395.0,5708.0,8,73.70787991772231,56.893114073070855,55968.0,1395.0
SE/CO,2002-08-26,12170.0,12126.0,8,59.44613134818134,59.231206962041654,31891.0,10795.34375
N,2002-08-27,903.0,903.0,8,28.39971516078918,28.39971516078918,4161.96582031,799.0
NE,2002-08-27,1661.0,1661.0,8,50.85783855782916,50.85783855782916,3632.0,1100.0
S,2002-08-27,6302.0,5519.0,8,62.81366588796295,55.00930213196882,55968.0,1395.0
SE/CO,2002-08-27,11999.0,11944.0,8,58.610857029320286,58.34220154664568,31891.0,10795.34375
N,2002-08-28,799.0,799.0,8,25.128873104618556,25.128873104618556,4161.96582031,799.0
NE,2002-08-28,1607.0,1607.0,8,49.20442297557584,49.20442297557584,3632.0,1100.0
S,2002-08-28,5676.0,5072.0,8,56.5741617867467,50.55393738237831,55968.0,1395.0
SE/CO,2002-08-28,11748.0,11698.0,8,57.38481109929617,57.14057884231925,31891.0,10795.34375
N,2002-08-29,932.0,932.0,8,29.311776887990604,29.311776887990604,4161.96582031,799.0
NE,2002-08-29,1567.0,1567.0,8,47.97967069242522,47.97967069242522,3632.0,1100.0
S,2002-08-29,5368.0,4929.0,8,53.50424603087672,49.12861935286725,55968.0,1395.0
SE/CO,2002-08-29,11770.0,11729.0,8,57.492273292366015,57.292002841644944,31891.0,10795.34375
N,2002-08-30,990.0,990.0,8,31.135900342393455,31.135900342393455,4161.96582031,799.0
NE,2002-08-30,1616.0,1616.0,8,49.47999223928472,49.47999223928472,3632.0,1100.0
S,2002-08-30,5205.0,4843.0,8,51.87958282241307,48.27143508337108,55968.0,1395.0
SE/CO,2002-08-30,11754.0,11707.0,8,57.4141189701334,57.1845406485751,31891.0,10795.34375
N,2002-08-31,984.0,984.0,8,30.94719791607592,30.94719791607592,4161.96582031,799.0
NE,2002-08-31,1655.0,1655.0,8,50.67412571535657,50.67412571535657,3632.0,1100.0
S,2002-08-31,4967.0,4620.0,8,49.50737519287718,46.048736338049636,55968.0,1395.0
SE/CO,2002-08-31,11697.0,11647.0,8,57.13569419717972,56.8914619402028,31891.0,10795.34375
N,2002-09-01,1044.0,1044.0,9,46.16778651397739,46.16778651397739,5940.33984375,702.0
NE,2002-09-01,1662.0,1662.0,9,56.81714587853482,56.81714587853482,3222.0,862.0
S,2002-09-01,4378.0,4038.0,9,37.71703210605456,34.78788845231803,56370.0,1602.0
SE/CO,2002-09-01,11930.0,11874.0,9,60.902029488539924,60.616152401250886,38190.0,9069.08203125
N,2002-09-02,1150.0,1150.0,9,50.85532039374904,50.85532039374904,5940.33984375,702.0
NE,2002-09-02,1634.0,1634.0,9,55.85993764472075,55.85993764472075,3222.0,862.0
S,2002-09-02,4036.0,3838.0,9,34.77065819553134,33.06486277364947,56370.0,1602.0
SE/CO,2002-09-02,12385.0,12325.0,9,63.224780822763364,62.91848394352511,38190.0,9069.08203125
N,2002-09-03,1050.0,1050.0,9,46.43311862037956,46.43311862037956,5940.33984375,702.0
NE,2002-09-03,1573.0,1573.0,9,53.77459113534012,53.77459113534012,3222.0,862.0
S,2002-09-03,3820.0,3660.0,9,32.909790462569305,31.531369919634468,56370.0,1602.0
SE/CO,2002-09-03,12498.0,12460.0,9,63.80163994532875,63.60765192181119,38190.0,9069.08203125
N,2002-09-04,1037.0,1037.0,9,45.858232389841525,45.858232389841525,5940.33984375,702.0
